subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
100,1,67,7,62,6,124,19,97,10,0.78,0.10,0.10,0.00,0.00,0.00,67,14,17.90,18.90,0.54,0.88,4.25,6.02,0.87,16.39,0.64,0.54,13.59,2.61,0.26,0.62,0.12,0.10,0.23
101,1,39,7,36,7,58,11,53,11,0.91,0.21,0.18,0.04,0.04,0.14,39,20,17.70,17.60,0.67,0.97,3.62,5.12,0.90,18.04,0.68,0.67,12.00,2.45,0.34,0.53,0.13,0.06,0.19
102,1,35,7,33,6,57,11,51,8,0.89,0.16,0.20,0.00,0.00,0.00,35,17,17.10,15.60,0.61,0.88,3.28,4.64,0.88,14.56,0.65,0.60,10.80,2.32,0.35,0.64,0.10,0.06,0.16
103,1,44,14,37,10,54,18,43,11,0.80,0.26,0.32,0.10,0.19,0.31,44,19,18.60,19.00,0.81,0.95,4.23,5.99,0.95,33.74,0.86,0.86,15.43,2.78,0.42,0.85,0.12,0.07,0.19
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,62,12,54,9,136,34,107,23,0.79,0.21,0.19,0.02,0.02,0.09,62,19,17.00,16.60,0.46,0.86,3.76,5.32,0.84,13.34,0.50,0.46,12.07,2.46,0.24,0.33,0.08,0.09,0.18
106,1,19,5,17,4,32,8,27,5,0.84,0.19,0.26,0.00,0.00,0.00,19,16,14.10,15.40,0.59,0.80,2.38,3.36,0.85,10.01,0.63,0.56,5.06,1.59,0.33,0.50,0.15,0.04,0.19
109,1,35,7,31,6,60,21,49,14,0.82,0.29,0.20,0.00,0.00,0.00,35,14,15.60,17.20,0.58,0.75,3.20,4.52,0.87,13.51,0.63,0.73,11.64,2.41,0.33,0.43,0.14,0.04,0.18
110,1,67,14,63,13,115,21,105,16,0.91,0.15,0.21,0.06,0.26,0.36,67,20,17.50,18.70,0.58,0.92,4.42,6.25,0.89,18.10,0.60,0.48,14.52,2.69,0.29,0.74,0.10,0.05,0.15
111,1,36,9,33,7,60,19,54,14,0.90,0.26,0.25,0.06,0.12,0.25,36,17,16.70,15.90,0.60,0.85,3.29,4.65,0.88,14.25,0.61,0.62,12.50,2.50,0.37,0.40,0.11,0.02,0.13
112,1,39,7,35,6,58,9,52,7,0.90,0.13,0.18,0.04,0.04,0.14,39,19,17.90,18.00,0.67,0.93,3.62,5.12,0.90,18.04,0.67,0.64,10.24,2.26,0.31,0.59,0.13,0.04,0.17
113,1,33,7,29,6,49,14,38,8,0.78,0.21,0.21,0.00,0.00,0.00,33,17,16.80,16.30,0.67,0.82,3.33,4.71,0.90,16.64,0.76,0.73,8.07,2.01,0.29,0.75,0.11,0.05,0.16
114,1,59,10,54,9,115,25,98,17,0.85,0.17,0.17,0.02,0.02,0.09,59,17,16.90,18.30,0.51,0.89,3.89,5.50,0.86,14.65,0.55,0.49,13.75,2.62,0.29,0.50,0.08,0.07,0.15
115,1,38,12,35,10,63,19,55,13,0.87,0.24,0.32,0.09,0.27,0.37,38,18,15.80,16.70,0.60,0.88,3.39,4.79,0.88,14.75,0.64,0.55,9.82,2.22,0.33,0.83,0.05,0.07,0.13
116,1,29,5,25,4,43,9,36,5,0.84,0.14,0.17,0.00,0.00,0.00,29,17,15.90,14.70,0.67,0.88,3.13,4.42,0.90,15.60,0.69,0.59,7.68,1.96,0.36,0.80,0.11,0.00,0.11
