filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files\STAT_C_EN_corrected\2aDec\907.txt,1,20,4,14,4,32,7,19,7,0.59,0.37,0.20,0.00,0.00,0.00,20,20,20,20,0.62,0.62,2.50,3.54,0.86,11.10,0.74,1.00,1.00,0.71,0.05,0.73,0.11,0.05,0.16
..\data\indiv_files\STAT_C_EN_corrected\2aDec\862.txt,1,23,5,15,5,40,7,21,7,0.53,0.33,0.22,0.00,0.00,0.00,23,23,23,23,0.57,0.57,2.57,3.64,0.85,10.68,0.71,1.00,2.00,1.00,0.10,0.67,0.14,0.05,0.19
..\data\indiv_files\STAT_C_EN_corrected\2aDec\762.txt,1,20,2,13,2,28,2,15,2,0.54,0.13,0.10,0.00,0.00,0.00,20,20,20,20,0.71,0.71,2.67,3.78,0.90,14.33,0.87,1.00,2.00,1.00,0.13,0.80,0.13,0.07,0.20
..\data\indiv_files\STAT_C_EN_corrected\2aDec\715.txt,1,16,3,10,3,28,5,15,5,0.54,0.33,0.19,0.00,0.00,0.00,16,16,16,16,0.57,0.57,2.14,3.02,0.83,8.62,0.67,1.00,1.00,0.71,0.07,0.67,0.13,0.00,0.13
..\data\indiv_files\STAT_C_EN_corrected\2aDec\884.txt,1,23,4,15,4,35,6,19,6,0.54,0.32,0.17,0.00,0.00,0.00,23,23,23,23,0.66,0.66,2.75,3.89,0.88,13.08,0.79,1.00,2.00,1.00,0.11,0.73,0.11,0.00,0.11
..\data\indiv_files\STAT_C_EN_corrected\2aDec\628.txt,1,19,6,12,6,28,7,15,7,0.54,0.47,0.32,0.50,1.00,0.71,19,19,19,19,0.68,0.68,2.54,3.59,0.88,12.44,0.80,1.00,4.00,1.41,0.27,0.70,0.07,0.00,0.07
..\data\indiv_files\STAT_C_EN_corrected\2aDec\700.txt,1,20,6,12,6,22,6,12,6,0.55,0.50,0.30,0.00,0.00,0.00,20,20,20,20,0.91,0.91,3.02,4.26,0.97,43.54,1.00,1.00,1.00,0.71,0.08,1.00,0.08,0.00,0.08
..\data\indiv_files\STAT_C_EN_corrected\2aDec\594.txt,1,20,3,14,3,31,5,19,5,0.61,0.26,0.15,1.00,1.00,0.71,20,20,20,20,0.65,0.65,2.54,3.59,0.87,11.69,0.74,1.00,1.00,0.71,0.05,0.67,0.11,0.05,0.16
..\data\indiv_files\STAT_C_EN_corrected\2aDec\611.txt,1,22,5,16,5,36,7,22,7,0.61,0.32,0.23,0.00,0.00,0.00,22,22,22,22,0.61,0.61,2.59,3.67,0.86,11.32,0.73,1.00,1.00,0.71,0.05,0.65,0.18,0.00,0.18
..\data\indiv_files\STAT_C_EN_corrected\2aDec\876.txt,1,22,3,13,3,24,3,14,3,0.58,0.21,0.14,0.00,0.00,0.00,22,22,22,22,0.92,0.92,3.18,4.49,0.97,50.41,0.93,1.00,3.00,1.22,0.21,1.00,0.07,0.00,0.07
..\data\indiv_files\STAT_C_EN_corrected\2aDec\527.txt,1,15,2,8,2,24,2,11,2,0.46,0.18,0.13,0.00,0.00,0.00,15,15,15,15,0.62,0.62,2.17,3.06,0.85,9.33,0.73,1.00,1.00,0.71,0.09,0.62,0.18,0.00,0.18
..\data\indiv_files\STAT_C_EN_corrected\2aDec\660.txt,1,17,4,10,4,32,7,17,7,0.53,0.41,0.24,0.00,0.00,0.00,17,17,17,17,0.53,0.53,2.12,3.01,0.82,8.25,0.59,1.00,1.00,0.71,0.06,0.62,0.12,0.00,0.12
..\data\indiv_files\STAT_C_EN_corrected\2aDec\560.txt,1,18,4,12,4,28,6,16,6,0.57,0.38,0.22,0.00,0.00,0.00,18,18,18,18,0.64,0.64,2.41,3.40,0.87,10.91,0.75,1.00,1.00,0.71,0.06,0.67,0.12,0.06,0.19
..\data\indiv_files\STAT_C_EN_corrected\2aDec\576.txt,1,19,6,12,6,37,9,19,9,0.51,0.47,0.32,0.00,0.00,0.00,19,19,19,19,0.51,0.51,2.21,3.12,0.82,8.50,0.63,1.00,1.00,0.71,0.05,0.59,0.05,0.00,0.05
