filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
221.txt,1,18,5,15,5,25,8,20,8,0.80,0.40,0.28,0.14,0.14,0.27,18,18,18,18,0.72,0.72,2.55,3.60,0.90,13.70,0.75,0.86,5.14,1.60,0.30,0.60,0.10,0.05,0.15
222.txt,1,30,11,27,10,40,14,32,12,0.80,0.38,0.37,0.17,0.50,0.50,30,30,30,30,0.75,0.75,3.35,4.74,0.92,20.54,0.84,0.83,12.50,2.50,0.47,0.78,0.12,0.03,0.16
224.txt,1,16,8,13,7,16,8,13,7,0.81,0.54,0.50,0.25,0.25,0.35,16,16,16,16,1.00,1.00,2.83,4.00,1.00,NaN,1.00,1.00,4.00,1.41,0.31,1.00,0.15,0.08,0.23
225.txt,1,17,8,13,6,20,9,14,7,0.70,0.50,0.47,0.25,0.25,0.35,17,17,17,17,0.85,0.85,2.69,3.80,0.95,23.98,0.93,1.00,4.00,1.41,0.29,0.86,0.07,0.14,0.21
226.txt,1,15,7,12,6,20,10,14,7,0.70,0.50,0.47,0.17,0.17,0.29,15,15,15,15,0.75,0.75,2.37,3.35,0.90,13.55,0.86,0.83,4.17,1.44,0.36,0.86,0.07,0.00,0.07
228.txt,1,17,8,14,7,20,9,15,8,0.75,0.53,0.47,0.20,0.20,0.32,17,17,17,17,0.85,0.85,2.69,3.80,0.95,23.98,0.93,1.00,5.00,1.58,0.33,0.86,0.13,0.07,0.20
230.txt,1,31,12,28,11,53,20,39,16,0.74,0.41,0.39,0.14,0.43,0.46,31,31,30.20,29.10,0.58,0.62,3.01,4.26,0.86,12.76,0.72,0.71,10.71,2.31,0.38,0.73,0.05,0.03,0.08
232.txt,1,18,8,15,7,29,17,21,12,0.72,0.57,0.44,0.14,0.14,0.27,18,18,18,18,0.62,0.62,2.36,3.34,0.86,10.33,0.71,0.86,5.14,1.60,0.29,0.60,0.10,0.05,0.14
233.txt,1,16,8,14,7,23,10,17,8,0.74,0.47,0.50,0.17,0.17,0.29,16,16,16,16,0.70,0.70,2.36,3.34,0.88,11.77,0.82,0.83,4.17,1.44,0.29,0.86,0.12,0.06,0.18
234.txt,1,10,3,9,3,11,4,10,4,0.91,0.40,0.30,0.25,0.25,0.35,10,10,10,10,0.91,0.91,2.13,3.02,0.96,26.20,0.90,1.00,4.00,1.41,0.40,0.75,0.10,0.10,0.20
235.txt,1,16,9,14,8,19,11,15,8,0.79,0.53,0.56,0.17,0.17,0.29,16,16,16,16,0.84,0.84,2.60,3.67,0.94,21.91,0.93,0.83,4.17,1.44,0.33,1.00,0.07,0.00,0.07
237.txt,1,20,10,17,9,28,16,20,10,0.71,0.50,0.50,0.11,0.11,0.24,20,20,20,20,0.71,0.71,2.67,3.78,0.90,14.33,0.85,0.78,5.44,1.65,0.35,0.90,0.05,0.00,0.05
240.txt,1,16,7,13,6,20,10,14,7,0.70,0.50,0.44,0.17,0.17,0.29,16,16,16,16,0.80,0.80,2.53,3.58,0.93,17.47,0.93,1.00,6.00,1.73,0.43,0.83,0.14,0.00,0.14
241.txt,1,22,11,19,10,29,14,20,10,0.69,0.50,0.50,0.17,0.17,0.29,22,22,22,22,0.76,0.76,2.89,4.09,0.92,17.83,0.95,0.83,4.17,1.44,0.25,1.00,0.15,0.05,0.20
242.txt,1,18,9,15,8,22,11,15,8,0.68,0.53,0.50,0.20,0.20,0.32,18,18,18,18,0.82,0.82,2.71,3.84,0.94,20.68,1.00,1.00,5.00,1.58,0.33,1.00,0.13,0.07,0.20
243.txt,1,16,9,12,6,20,12,14,7,0.70,0.50,0.56,0.17,0.17,0.29,16,16,16,16,0.80,0.80,2.53,3.58,0.93,17.47,0.86,0.83,4.17,1.44,0.36,0.83,0.14,0.00,0.14
246.txt,1,17,9,14,8,20,11,15,8,0.75,0.53,0.53,0.17,0.17,0.29,17,17,17,17,0.85,0.85,2.69,3.80,0.95,23.98,0.93,0.83,4.17,1.44,0.33,1.00,0.07,0.00,0.07
248.txt,1,20,10,16,8,24,12,17,9,0.71,0.53,0.50,0.17,0.17,0.29,20,20,20,20,0.83,0.83,2.89,4.08,0.94,24.06,0.94,1.00,6.00,1.73,0.35,0.89,0.06,0.06,0.12
249.txt,1,20,8,17,7,24,10,18,8,0.75,0.44,0.40,0.14,0.14,0.27,20,20,20,20,0.83,0.83,2.89,4.08,0.94,24.06,0.94,1.00,7.00,1.87,0.39,0.86,0.11,0.11,0.22
251.txt,1,16,8,13,7,19,10,14,7,0.74,0.50,0.50,0.17,0.17,0.29,16,16,16,16,0.84,0.84,2.60,3.67,0.94,21.91,0.93,0.83,4.17,1.44,0.36,1.00,0.07,0.00,0.07
252.txt,1,23,11,21,10,27,14,22,10,0.81,0.45,0.48,0.25,0.75,0.61,23,23,23,23,0.85,0.85,3.13,4.43,0.95,29.42,0.95,0.92,10.08,2.25,0.50,1.00,0.14,0.00,0.14
253.txt,1,14,7,11,5,21,14,13,7,0.62,0.54,0.50,0.20,0.20,0.32,14,14,14,14,0.67,0.67,2.16,3.06,0.87,9.93,0.85,1.00,5.00,1.58,0.38,0.80,0.15,0.00,0.15
254.txt,1,14,5,9,2,17,6,11,3,0.65,0.27,0.36,0.00,0.00,0.00,14,14,14,14,0.82,0.82,2.40,3.40,0.93,17.96,0.82,0.80,3.20,1.26,0.36,0.75,0.09,0.09,0.18
