filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
159.txt,1,50,9,46,8,98,24,82,18,0.84,0.22,0.18,0.03,0.03,0.11,50,34,33.70,32.70,0.51,0.68,3.57,5.05,0.85,13.57,0.56,0.58,12.74,2.52,0.27,0.47,0.12,0.09,0.21
160.txt,1,43,10,41,9,90,17,81,12,0.90,0.15,0.23,0.04,0.09,0.21,43,33,30.90,32.60,0.48,0.66,3.21,4.53,0.84,11.91,0.51,0.49,10.76,2.32,0.27,0.47,0.09,0.05,0.14
161.txt,1,69,11,65,10,136,26,122,19,0.90,0.16,0.16,0.03,0.06,0.17,69,33,35.50,37.70,0.51,0.75,4.18,5.92,0.86,15.45,0.53,0.57,21.55,3.28,0.31,0.41,0.07,0.07,0.13
162.txt,1,65,7,61,6,133,19,113,11,0.85,0.10,0.11,0.01,0.01,0.09,65,33,34.00,35.30,0.49,0.69,3.99,5.64,0.85,14.51,0.54,0.54,19.34,3.11,0.32,0.57,0.05,0.05,0.11
163.txt,1,84,21,73,13,170,39,142,22,0.84,0.15,0.25,0.03,0.10,0.23,84,31,36.60,36.60,0.49,0.71,4.56,6.44,0.86,16.25,0.51,0.45,18.18,3.02,0.28,0.52,0.07,0.05,0.12
164.txt,1,35,6,33,5,69,16,60,9,0.87,0.15,0.17,0.05,0.11,0.23,35,27,29.50,26.30,0.51,0.54,2.98,4.21,0.84,11.47,0.55,0.59,13.08,2.56,0.37,0.31,0.08,0.05,0.13
165.txt,1,54,11,48,8,98,22,78,11,0.80,0.14,0.20,0.02,0.02,0.10,54,36,34.90,32.70,0.55,0.72,3.86,5.45,0.87,15.32,0.62,0.54,13.59,2.61,0.32,0.67,0.10,0.06,0.17
166.txt,1,43,7,40,6,77,12,66,7,0.86,0.11,0.16,0.03,0.03,0.11,43,32,33.30,35.50,0.56,0.64,3.47,4.90,0.87,14.07,0.61,0.54,11.31,2.38,0.32,0.57,0.14,0.05,0.18
167.txt,1,54,11,50,10,80,20,68,14,0.85,0.21,0.20,0.03,0.03,0.13,54,36,36.40,36.60,0.68,0.72,4.27,6.04,0.91,21.22,0.74,0.74,17.06,2.92,0.34,0.63,0.12,0.10,0.22
168.txt,1,27,5,24,4,42,12,35,8,0.83,0.23,0.19,0.05,0.05,0.16,27,27,27,27,0.64,0.64,2.95,4.17,0.88,13.73,0.69,0.60,7.20,1.90,0.34,0.71,0.11,0.09,0.20
169.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.txt,1,30,4,28,3,52,9,46,4,0.88,0.09,0.13,0.00,0.00,0.00,30,30,29.60,29.80,0.58,0.60,2.94,4.16,0.86,12.33,0.61,0.56,7.84,1.98,0.30,0.45,0.09,0.11,0.20
171.txt,1,11,3,9,2,11,3,9,2,0.82,0.22,0.27,0.00,0.00,0.00,11,11,11,11,1.00,1.00,2.35,3.32,1.00,NaN,1.00,1.00,5.00,1.58,0.56,1.00,0.11,0.11,0.22
172.txt,1,21,4,18,3,33,8,26,4,0.79,0.15,0.19,0.00,0.00,0.00,21,21,21,21,0.64,0.64,2.58,3.66,0.87,11.75,0.69,0.62,6.25,1.77,0.38,0.67,0.15,0.00,0.15
173.txt,1,62,13,58,12,130,26,112,19,0.86,0.17,0.21,0.03,0.06,0.18,62,34,36.00,35.10,0.48,0.68,3.85,5.44,0.85,13.90,0.52,0.49,15.75,2.81,0.29,0.54,0.09,0.04,0.13
174.txt,1,36,4,34,3,59,11,50,5,0.85,0.10,0.11,0.00,0.00,0.00,36,31,32.40,31.70,0.61,0.62,3.31,4.69,0.88,14.62,0.68,0.69,13.79,2.63,0.40,0.50,0.10,0.04,0.14
175.txt,1,57,10,53,9,102,21,84,15,0.82,0.18,0.18,0.02,0.02,0.10,57,29,36.40,34.80,0.56,0.68,3.99,5.64,0.87,15.96,0.63,0.61,17.04,2.92,0.33,0.56,0.10,0.04,0.13
176.txt,1,31,6,27,4,57,17,45,8,0.79,0.18,0.19,0.04,0.04,0.14,31,28,28.80,27.60,0.54,0.56,2.90,4.11,0.85,11.66,0.60,0.60,9.00,2.12,0.33,0.54,0.09,0.04,0.13
177.txt,1,63,9,58,7,98,17,80,10,0.82,0.12,0.14,0.00,0.00,0.00,63,39,38.90,38.60,0.64,0.78,4.50,6.36,0.90,20.66,0.72,0.70,21.84,3.30,0.39,0.63,0.12,0.06,0.19
178.txt,1,68,21,60,17,121,34,95,22,0.79,0.23,0.31,0.10,0.50,0.50,68,37,35.70,37.50,0.56,0.68,4.37,6.18,0.88,17.33,0.63,0.60,18.00,3.00,0.32,0.54,0.11,0.06,0.17
179.txt,1,57,15,51,14,85,18,67,16,0.79,0.24,0.26,0.11,0.43,0.46,57,40,37.70,38.30,0.67,0.80,4.37,6.18,0.91,21.45,0.76,0.62,14.30,2.67,0.34,0.94,0.07,0.10,0.18
181.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182.txt,1,38,12,31,6,56,15,41,7,0.73,0.17,0.32,0.00,0.00,0.00,38,35,34.90,35.20,0.68,0.70,3.59,5.08,0.90,18.15,0.76,0.68,10.23,2.26,0.37,0.78,0.07,0.15,0.22
