filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
322.txt,1,25,6,23,5,36,10,31,6,0.86,0.19,0.24,0.05,0.05,0.16,25,25,25,25,0.69,0.69,2.95,4.17,0.90,15.29,0.74,0.74,10.32,2.27,0.45,0.67,0.10,0.06,0.16
323.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.txt,1,18,2,16,2,20,3,18,3,0.90,0.17,0.11,0.00,0.00,0.00,18,18,18,18,0.90,0.90,2.85,4.02,0.96,36.99,0.89,1.00,8.00,2.00,0.44,0.67,0.11,0.11,0.22
326.txt,1,35,7,32,6,54,11,47,7,0.87,0.15,0.20,0.07,0.15,0.27,35,31,33.70,31.90,0.65,0.62,3.37,4.76,0.89,15.94,0.68,0.70,13.37,2.59,0.40,0.53,0.11,0.00,0.11
327.txt,1,69,12,62,10,129,21,113,16,0.88,0.14,0.17,0.05,0.21,0.32,69,34,39.10,36.90,0.53,0.76,4.30,6.08,0.87,16.39,0.55,0.51,19.75,3.14,0.35,0.55,0.05,0.04,0.10
328.txt,1,79,18,74,16,139,23,124,19,0.89,0.15,0.23,0.08,0.38,0.44,79,36,38.70,37.80,0.57,0.77,4.74,6.70,0.89,18.72,0.60,0.56,20.74,3.22,0.30,0.60,0.12,0.06,0.18
329.txt,1,7,3,6,2,7,3,6,2,0.86,0.33,0.43,0.00,0.00,0.00,7,7,7,7,1.00,1.00,1.87,2.65,1.00,NaN,1.00,1.00,3.00,1.22,0.50,1.00,0.17,0.00,0.17
330.txt,1,16,4,14,3,29,11,22,6,0.76,0.27,0.25,0.00,0.00,0.00,16,16,16,16,0.55,0.55,2.10,2.97,0.82,8.28,0.64,0.64,4.45,1.49,0.32,0.50,0.14,0.05,0.18
332.txt,1,77,17,73,16,139,28,119,24,0.86,0.20,0.22,0.07,0.26,0.36,77,36,37.60,40.60,0.55,0.80,4.62,6.53,0.88,17.90,0.61,0.61,22.44,3.35,0.31,0.55,0.10,0.07,0.17
333.txt,1,48,5,44,4,78,10,71,8,0.91,0.11,0.10,0.02,0.02,0.11,48,37,36.20,37.60,0.62,0.74,3.84,5.43,0.89,16.98,0.62,0.58,14.53,2.70,0.35,0.58,0.07,0.10,0.17
334.txt,1,69,11,65,9,129,26,111,16,0.86,0.14,0.16,0.04,0.13,0.26,69,40,36.50,39.10,0.53,0.77,4.30,6.08,0.87,16.39,0.59,0.56,21.24,3.26,0.34,0.52,0.07,0.06,0.14
335.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336.txt,1,29,9,27,8,50,21,39,15,0.78,0.38,0.31,0.12,0.24,0.34,29,29,29.00,29.00,0.58,0.58,2.90,4.10,0.86,12.20,0.69,0.71,8.47,2.06,0.31,0.55,0.15,0.08,0.23
337.txt,1,73,13,69,12,141,29,123,20,0.87,0.16,0.18,0.03,0.05,0.16,73,34,37.50,36.20,0.52,0.69,4.35,6.15,0.87,16.16,0.56,0.53,22.05,3.32,0.34,0.58,0.06,0.04,0.10
338.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339.txt,1,60,9,51,4,116,17,97,9,0.84,0.09,0.15,0.02,0.02,0.10,60,35,36.00,36.90,0.52,0.72,3.94,5.57,0.86,14.89,0.53,0.60,18.48,3.04,0.32,0.41,0.08,0.04,0.12
340.txt,1,42,6,36,4,56,8,45,4,0.80,0.09,0.14,0.00,0.00,0.00,42,40,38.30,40.00,0.75,0.80,3.97,5.61,0.93,24.46,0.80,0.76,14.44,2.69,0.42,0.82,0.11,0.07,0.18
341.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342.txt,1,42,7,38,6,58,7,52,6,0.90,0.12,0.17,0.03,0.03,0.12,42,38,37.60,37.60,0.72,0.76,3.90,5.51,0.92,22.18,0.73,0.66,13.78,2.62,0.40,0.62,0.12,0.12,0.23
343.txt,1,40,9,37,8,58,16,50,11,0.86,0.22,0.23,0.05,0.05,0.15,40,36,36.70,35.80,0.69,0.72,3.71,5.25,0.91,19.27,0.74,0.86,16.41,2.86,0.38,0.58,0.16,0.06,0.22
344.txt,1,55,12,50,10,95,21,79,13,0.83,0.16,0.22,0.05,0.09,0.22,55,37,36.70,37.60,0.58,0.74,3.99,5.64,0.88,16.48,0.63,0.56,13.40,2.59,0.30,0.71,0.11,0.03,0.14
345.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.txt,1,76,15,71,13,120,23,105,18,0.88,0.17,0.20,0.07,0.27,0.37,76,39,40.30,39.80,0.63,0.78,4.91,6.94,0.90,21.79,0.68,0.65,25.35,3.56,0.37,0.72,0.08,0.07,0.14
