filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files\STAT_A_EN_uncorrected\794.txt,1,66,11,44,10,119,15,69,14,0.58,0.20,0.17,0.08,0.08,0.20,66,32,37.10,33.30,0.55,0.64,4.28,6.05,0.88,16.83,0.64,0.77,7.69,1.96,0.14,0.53,0.16,0.09,0.25
..\data\indiv_files\STAT_A_EN_uncorrected\844.txt,1,34,4,18,4,54,6,24,6,0.44,0.25,0.12,0.20,0.20,0.32,34,31,32.00,31.50,0.63,0.62,3.27,4.63,0.88,14.94,0.75,0.80,3.20,1.26,0.17,0.77,0.12,0.04,0.17
..\data\indiv_files\STAT_A_EN_uncorrected\602.txt,1,44,10,31,10,83,11,46,11,0.55,0.24,0.23,0.40,0.80,0.63,44,31,30.40,31.90,0.53,0.62,3.42,4.83,0.86,13.36,0.67,1.00,5.00,1.58,0.11,0.63,0.15,0.07,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\647.txt,1,65,10,43,9,131,16,61,15,0.47,0.25,0.15,0.14,0.29,0.38,65,30,33.50,30.00,0.50,0.62,4.02,5.68,0.86,14.73,0.70,0.71,7.14,1.89,0.16,0.62,0.15,0.07,0.21
..\data\indiv_files\STAT_A_EN_uncorrected\502.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_uncorrected\531.txt,1,55,3,34,3,95,5,46,5,0.48,0.11,0.05,0.00,0.00,0.00,55,35,34.40,35.50,0.58,0.70,3.99,5.64,0.88,16.48,0.74,0.86,5.14,1.60,0.13,0.75,0.15,0.09,0.24
..\data\indiv_files\STAT_A_EN_uncorrected\521.txt,1,53,9,33,9,136,25,71,25,0.52,0.35,0.17,0.25,0.75,0.61,53,24,29.50,32.50,0.39,0.56,3.21,4.54,0.81,11.12,0.46,0.83,8.33,2.04,0.14,0.35,0.10,0.06,0.15
..\data\indiv_files\STAT_A_EN_uncorrected\749.txt,1,80,12,53,12,163,16,79,16,0.48,0.20,0.15,0.12,0.24,0.34,80,37,36.30,33.10,0.49,0.69,4.43,6.27,0.86,15.83,0.67,0.76,9.94,2.23,0.16,0.62,0.13,0.09,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\913.txt,1,56,8,35,8,98,10,48,10,0.49,0.21,0.14,0.00,0.00,0.00,56,32,35.50,38.20,0.57,0.64,4.00,5.66,0.88,16.31,0.73,0.88,6.12,1.75,0.15,0.63,0.17,0.06,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\773.txt,1,38,3,21,3,92,3,37,3,0.40,0.08,0.08,0.12,0.12,0.25,38,25,28.00,29.60,0.41,0.50,2.80,3.96,0.80,10.04,0.57,0.62,3.12,1.25,0.14,0.69,0.14,0.08,0.22
