filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\636.txt,1,41,8,29,8,50,8,33,8,0.66,0.24,0.20,0.20,0.20,0.32,41,41,41.00,41.00,0.82,0.82,4.10,5.80,0.95,33.49,0.88,0.80,3.20,1.26,0.12,0.84,0.24,0.03,0.27
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\738.txt,1,35,5,21,5,50,5,25,5,0.50,0.20,0.14,0.12,0.12,0.25,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.84,0.75,4.50,1.50,0.24,1.00,0.12,0.04,0.16
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\919.txt,1,29,4,17,4,50,4,26,4,0.52,0.15,0.14,0.00,0.00,0.00,29,29,29.00,29.00,0.58,0.58,2.90,4.10,0.86,12.20,0.65,0.50,1.50,0.87,0.12,0.55,0.19,0.12,0.31
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\562.txt,1,31,6,18,6,50,7,30,7,0.60,0.23,0.19,0.00,0.00,0.00,31,31,31.00,31.00,0.62,0.62,3.10,4.38,0.88,13.90,0.60,0.50,0.50,0.50,0.03,0.62,0.27,0.03,0.30
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\587.txt,1,33,6,21,5,50,7,27,6,0.54,0.22,0.18,0.00,0.00,0.00,33,33,33.00,33.00,0.66,0.66,3.30,4.67,0.89,16.00,0.78,0.80,3.20,1.26,0.15,0.71,0.15,0.04,0.19
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\662.txt,1,39,9,28,9,50,9,34,9,0.68,0.26,0.23,0.00,0.00,0.00,39,39,39.00,39.00,0.78,0.78,3.90,5.52,0.94,26.75,0.82,0.86,5.14,1.60,0.18,0.79,0.21,0.15,0.35
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\703.txt,1,30,5,20,5,50,10,33,10,0.66,0.30,0.17,0.00,0.00,0.00,30,30,30.00,30.00,0.60,0.60,3.00,4.24,0.87,13.01,0.61,1.00,4.00,1.41,0.12,0.59,0.15,0.09,0.24
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\517.txt,1,31,8,20,8,50,11,28,11,0.56,0.39,0.26,0.40,1.60,0.89,31,31,31.00,31.00,0.62,0.62,3.10,4.38,0.88,13.90,0.71,0.90,8.10,2.01,0.32,0.53,0.07,0.04,0.11
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\592.txt,1,37,7,22,6,50,8,26,7,0.52,0.27,0.19,0.38,1.12,0.75,37,37,37.00,37.00,0.74,0.74,3.70,5.23,0.92,22.07,0.85,1.00,8.00,2.00,0.31,0.73,0.19,0.08,0.27
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\651.txt,1,35,5,22,5,50,5,28,5,0.56,0.18,0.14,0.00,0.00,0.00,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.79,0.80,3.20,1.26,0.14,0.71,0.25,0.04,0.29
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\661.txt,1,37,10,25,9,50,12,30,11,0.60,0.37,0.27,0.33,0.33,0.41,37,37,37.00,37.00,0.74,0.74,3.70,5.23,0.92,22.07,0.83,1.00,3.00,1.22,0.10,0.80,0.23,0.10,0.33
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\610.txt,1,29,4,18,4,50,5,25,5,0.50,0.20,0.14,0.00,0.00,0.00,29,29,29.00,29.00,0.58,0.58,2.90,4.10,0.86,12.20,0.72,1.00,5.00,1.58,0.20,0.64,0.20,0.08,0.28
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\654.txt,1,34,9,25,8,50,10,29,9,0.58,0.31,0.26,0.00,0.00,0.00,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.86,1.00,6.00,1.73,0.21,0.71,0.17,0.14,0.31
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\794.txt,1,38,6,19,5,50,7,25,6,0.50,0.24,0.16,0.00,0.00,0.00,38,38,38.00,38.00,0.76,0.76,3.80,5.37,0.93,24.22,0.76,1.00,4.00,1.41,0.16,0.68,0.08,0.00,0.08
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\602.txt,1,34,9,20,8,50,12,24,11,0.48,0.46,0.26,0.17,0.17,0.29,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.83,1.00,6.00,1.73,0.25,0.85,0.12,0.00,0.12
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\647.txt,1,36,7,19,7,50,10,25,10,0.50,0.40,0.19,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.76,0.83,4.17,1.44,0.20,0.71,0.16,0.00,0.16
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\531.txt,1,40,4,25,4,50,5,28,5,0.56,0.18,0.10,0.14,0.14,0.27,40,40,40.00,40.00,0.80,0.80,4.00,5.66,0.94,29.79,0.89,1.00,7.00,1.87,0.25,0.85,0.21,0.04,0.25
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\521.txt,1,33,6,24,6,50,6,30,6,0.60,0.20,0.18,0.30,0.90,0.67,33,33,33.00,33.00,0.66,0.66,3.30,4.67,0.89,16.00,0.80,0.90,8.10,2.01,0.30,0.67,0.20,0.07,0.27
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\749.txt,1,32,6,22,6,50,8,31,8,0.62,0.26,0.19,0.20,0.40,0.45,32,32,32.00,32.00,0.64,0.64,3.20,4.53,0.89,14.89,0.71,0.90,8.10,2.01,0.29,0.62,0.16,0.03,0.19
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\913.txt,1,36,6,22,6,50,7,29,7,0.58,0.24,0.17,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.76,0.71,3.57,1.34,0.17,0.79,0.17,0.07,0.24
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\773.txt,1,36,3,20,3,50,4,25,4,0.50,0.16,0.08,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.80,0.71,3.57,1.34,0.20,0.82,0.20,0.04,0.24
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\849.txt,1,35,3,23,3,50,3,28,3,0.56,0.11,0.09,0.14,0.14,0.27,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.82,0.86,5.14,1.60,0.21,0.77,0.18,0.07,0.25
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\885.txt,1,36,3,22,3,50,3,28,3,0.56,0.11,0.08,0.29,0.57,0.53,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.79,0.86,5.14,1.60,0.21,0.75,0.21,0.04,0.25
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\785.txt,1,36,6,20,6,50,8,25,8,0.50,0.32,0.17,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.80,1.00,5.00,1.58,0.20,0.62,0.24,0.04,0.28
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\525.txt,1,33,7,21,7,50,8,33,8,0.66,0.24,0.21,0.14,0.14,0.27,33,33,33.00,33.00,0.66,0.66,3.30,4.67,0.89,16.00,0.64,0.86,5.14,1.60,0.18,0.53,0.15,0.03,0.18
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\520.txt,1,32,6,20,6,50,7,28,7,0.56,0.25,0.19,0.25,0.50,0.50,32,32,32.00,32.00,0.64,0.64,3.20,4.53,0.89,14.89,0.71,0.75,4.50,1.50,0.21,0.64,0.21,0.07,0.29
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\846.txt,1,34,8,24,8,50,8,27,8,0.54,0.30,0.24,0.29,0.57,0.53,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.89,0.86,5.14,1.60,0.22,0.85,0.19,0.07,0.26
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\697.txt,1,36,5,24,5,50,5,32,5,0.64,0.16,0.14,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.75,0.70,4.90,1.57,0.22,0.77,0.16,0.09,0.25
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\656.txt,1,35,6,21,6,50,7,26,7,0.52,0.27,0.17,0.00,0.00,0.00,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.81,1.00,6.00,1.73,0.23,0.71,0.15,0.04,0.19
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\689.txt,1,36,4,21,3,50,6,28,4,0.56,0.14,0.11,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.75,1.00,6.00,1.73,0.21,0.70,0.07,0.00,0.07
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\519.txt,1,36,3,24,3,50,3,29,3,0.58,0.10,0.08,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.83,0.89,7.11,1.89,0.28,0.69,0.10,0.14,0.24
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\730.txt,1,34,7,22,7,50,7,26,7,0.52,0.27,0.21,0.25,0.25,0.35,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.85,1.00,4.00,1.41,0.15,0.83,0.27,0.08,0.35
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\801.txt,1,34,7,21,7,50,7,29,7,0.58,0.24,0.21,0.25,0.50,0.50,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.72,0.75,4.50,1.50,0.21,0.64,0.17,0.07,0.24
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\868.txt,1,39,3,22,3,50,4,26,4,0.52,0.15,0.08,0.00,0.00,0.00,39,39,39.00,39.00,0.78,0.78,3.90,5.52,0.94,26.75,0.85,1.00,6.00,1.73,0.23,0.73,0.12,0.19,0.31
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\819.txt,1,37,7,26,6,50,8,33,7,0.66,0.21,0.19,0.22,0.44,0.47,37,37,37.00,37.00,0.74,0.74,3.70,5.23,0.92,22.07,0.79,0.78,5.44,1.65,0.21,0.77,0.21,0.09,0.30
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\563.txt,1,27,3,16,3,50,4,27,4,0.54,0.15,0.11,0.00,0.00,0.00,27,27,27.00,27.00,0.54,0.54,2.70,3.82,0.84,10.79,0.59,0.67,2.67,1.15,0.15,0.43,0.19,0.04,0.22
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\516.txt,1,35,2,20,2,50,2,29,2,0.58,0.07,0.06,0.17,0.17,0.29,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.69,0.83,4.17,1.44,0.17,0.57,0.17,0.10,0.28
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\882.txt,1,26,4,16,4,50,6,29,6,0.58,0.21,0.15,0.17,0.17,0.29,26,26,26.00,26.00,0.52,0.52,2.60,3.68,0.83,10.16,0.55,1.00,6.00,1.73,0.21,0.36,0.10,0.07,0.17
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\643.txt,1,33,4,20,4,50,5,29,5,0.58,0.17,0.12,0.00,0.00,0.00,33,33,33.00,33.00,0.66,0.66,3.30,4.67,0.89,16.00,0.69,0.86,5.14,1.60,0.21,0.60,0.17,0.03,0.21
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\889.txt,1,36,7,23,7,50,7,32,7,0.64,0.22,0.19,0.00,0.00,0.00,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.72,0.71,3.57,1.34,0.16,0.64,0.28,0.03,0.31
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\612.txt,1,34,8,22,8,50,9,29,9,0.58,0.31,0.24,0.50,2.00,1.00,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.76,0.88,6.12,1.75,0.24,0.83,0.14,0.07,0.21
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\622.txt,1,34,5,22,5,50,5,24,5,0.48,0.21,0.15,0.17,0.17,0.29,34,34,34.00,34.00,0.68,0.68,3.40,4.81,0.90,17.23,0.92,1.00,6.00,1.73,0.25,0.85,0.17,0.04,0.21
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\566.txt,1,35,6,24,6,50,6,30,6,0.60,0.20,0.17,0.00,0.00,0.00,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.80,0.75,4.50,1.50,0.20,0.75,0.13,0.07,0.20
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\831.txt,1,36,10,23,9,50,11,27,10,0.54,0.37,0.28,0.33,0.67,0.58,36,36,36.00,36.00,0.72,0.72,3.60,5.09,0.92,20.23,0.85,1.00,6.00,1.73,0.22,0.75,0.30,0.04,0.33
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\570.txt,1,31,2,17,2,50,3,28,3,0.56,0.11,0.06,0.00,0.00,0.00,31,31,31.00,31.00,0.62,0.62,3.10,4.38,0.88,13.90,0.61,0.75,2.25,1.06,0.11,0.62,0.18,0.04,0.21
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\791.txt,1,28,4,17,4,50,7,27,7,0.54,0.26,0.14,0.17,0.17,0.29,28,28,28.00,28.00,0.56,0.56,2.80,3.96,0.85,11.46,0.63,0.67,2.67,1.15,0.15,0.56,0.19,0.00,0.19
..\data\indiv_files_fixed_length\AIP_A_EN_uncorrected\807.txt,1,33,5,18,4,50,5,27,4,0.54,0.15,0.15,0.25,0.50,0.50,33,33,33.00,33.00,0.66,0.66,3.30,4.67,0.89,16.00,0.67,0.62,3.12,1.25,0.19,0.55,0.22,0.04,0.26
