subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
646,1,27,5,16,5,50,7,28,7,0.56,0.25,0.19,0.00,0.00,0.00,27,14,14.92,15.38,0.54,0.80,2.70,3.82,0.84,10.79,0.57,0.67,1.33,0.82,0.07,0.47,0.21,0.00,0.21
546,1,27,6,14,6,45,9,22,9,0.49,0.41,0.22,0.33,0.33,0.41,27,15,15.54,15.63,0.60,0.78,2.85,4.02,0.87,12.32,0.64,1.00,3.00,1.22,0.14,0.53,0.09,0.00,0.09
634,1,42,7,24,7,63,10,30,10,0.48,0.33,0.17,0.14,0.14,0.27,42,17,17.04,16.93,0.67,0.88,3.74,5.29,0.90,18.39,0.80,1.00,7.00,1.87,0.23,0.71,0.20,0.00,0.20
921,1,64,11,41,11,104,16,52,16,0.50,0.31,0.17,0.12,0.12,0.25,64,14,17.39,17.87,0.62,0.87,4.44,6.28,0.90,19.30,0.79,0.88,6.12,1.75,0.13,0.73,0.19,0.00,0.19
589,1,38,11,24,9,56,11,28,9,0.50,0.32,0.29,0.43,1.29,0.80,38,14,16.51,15.90,0.68,0.77,3.59,5.08,0.90,18.15,0.86,1.00,7.00,1.87,0.25,0.67,0.32,0.00,0.32
705,1,19,4,10,3,22,4,11,3,0.50,0.27,0.21,0.00,0.00,0.00,19,17,17.54,17.34,0.86,0.85,2.86,4.05,0.95,28.30,0.91,1.00,1.00,0.71,0.09,0.88,0.09,0.09,0.18
664,1,34,8,20,8,56,8,27,8,0.48,0.30,0.24,0.33,0.67,0.58,34,15,15.57,16.55,0.61,0.82,3.21,4.54,0.88,14.10,0.74,1.00,6.00,1.73,0.22,0.60,0.22,0.00,0.22
853,1,17,3,9,3,23,3,11,3,0.48,0.27,0.18,0.00,0.00,0.00,17,15,15.17,14.75,0.74,0.75,2.51,3.54,0.90,14.12,0.82,1.00,1.00,0.71,0.09,0.75,0.09,0.09,0.18
699,1,34,5,19,5,49,5,23,5,0.47,0.22,0.15,0.00,0.00,0.00,34,14,16.41,16.54,0.69,0.75,3.43,4.86,0.91,18.00,0.83,1.00,4.00,1.41,0.17,0.71,0.22,0.00,0.22
636,1,20,5,11,5,25,5,12,5,0.48,0.42,0.25,1.00,2.00,1.00,20,16,16.54,16.66,0.80,0.80,2.83,4.00,0.93,20.17,0.92,1.00,2.00,1.00,0.17,0.88,0.17,0.00,0.17
919,1,21,3,12,3,27,3,14,3,0.52,0.21,0.14,0,0,0,21,15,16.46,16.01,0.78,0.75,2.86,4.04,0.92,18.77,0.86,0,0,0,0.00,0.80,0.21,0.07,0.29
587,1,31,7,18,7,52,9,25,9,0.48,0.36,0.23,0.00,0.00,0.00,31,15,15.68,16.10,0.60,0.80,3.04,4.30,0.87,13.11,0.72,1.00,2.00,1.00,0.08,0.59,0.24,0.00,0.24
662,1,30,8,15,7,39,9,19,8,0.49,0.42,0.27,0.00,0.00,0.00,30,17,17.13,17.65,0.77,0.85,3.40,4.80,0.93,22.22,0.79,1.00,2.00,1.00,0.11,0.70,0.37,0.00,0.37
703,1,32,5,15,5,54,7,23,7,0.43,0.30,0.16,0.00,0.00,0.00,32,15,15.80,16.60,0.59,0.80,3.08,4.35,0.87,13.21,0.65,1.00,1.00,0.71,0.04,0.58,0.13,0.00,0.13
651,1,35,5,19,5,49,6,23,6,0.47,0.26,0.14,0.20,0.20,0.32,35,16,16.54,16.07,0.71,0.80,3.54,5.00,0.91,19.55,0.83,0.80,3.20,1.26,0.17,0.79,0.17,0.00,0.17
610,1,53,11,29,9,83,13,42,10,0.51,0.24,0.21,0.20,0.20,0.32,53,14,17.05,17.62,0.64,0.86,4.11,5.82,0.90,18.91,0.69,0.80,3.20,1.26,0.10,0.68,0.29,0.00,0.29
654,1,38,9,23,8,50,11,27,10,0.54,0.37,0.24,0.25,0.25,0.35,38,18,17.59,17.46,0.76,0.85,3.80,5.37,0.93,24.22,0.85,1.00,4.00,1.41,0.15,0.75,0.26,0.00,0.26
794,1,40,7,22,7,60,10,30,10,0.50,0.33,0.17,0.00,0.00,0.00,40,15,16.49,17.28,0.67,0.85,3.65,5.16,0.90,17.96,0.73,1.00,2.00,1.00,0.07,0.67,0.33,0.00,0.33
602,1,35,8,24,8,47,9,29,9,0.62,0.31,0.23,0.33,0.33,0.41,35,16,17.24,17.83,0.74,0.88,3.61,5.11,0.92,21.84,0.83,1.00,3.00,1.22,0.10,0.71,0.28,0.03,0.31
