subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
326,1,35,6,20,5,54,10,28,6,0.52,0.21,0.17,0.12,0.12,0.25,35,16,16.57,17.54,0.65,0.82,3.37,4.76,0.89,15.94,0.71,0.88,6.12,1.75,0.25,0.53,0.18,0.00,0.18
327,1,69,12,35,8,129,21,58,13,0.45,0.22,0.17,0.09,0.18,0.30,69,18,17.90,17.26,0.53,0.87,4.30,6.08,0.87,16.39,0.60,0.55,6.55,1.81,0.21,0.55,0.10,0.09,0.19
328,1,79,17,51,15,138,22,85,18,0.62,0.21,0.22,0.19,0.93,0.68,79,16,18.05,18.35,0.57,0.89,4.76,6.72,0.89,18.90,0.60,0.56,8.33,2.04,0.18,0.56,0.18,0.08,0.26
330,1,16,4,10,3,29,11,15,6,0.52,0.40,0.25,0.00,0.00,0.00,16,13,13.33,13.20,0.55,0.65,2.10,2.97,0.82,8.28,0.67,0.75,2.25,1.06,0.20,0.50,0.20,0.07,0.27
332,1,77,17,47,15,139,28,80,23,0.58,0.29,0.22,0.14,0.41,0.45,77,17,17.73,18.35,0.55,0.92,4.62,6.53,0.88,17.90,0.59,0.50,5.50,1.66,0.14,0.55,0.15,0.10,0.25
333,1,48,5,30,4,78,10,46,8,0.59,0.17,0.10,0.06,0.06,0.17,48,16,17.42,17.05,0.62,0.83,3.84,5.43,0.89,16.98,0.65,0.61,6.72,1.83,0.24,0.58,0.11,0.15,0.26
334,1,68,10,37,7,128,25,58,14,0.45,0.24,0.15,0.13,0.27,0.37,68,17,17.53,17.98,0.53,0.86,4.25,6.01,0.87,16.16,0.64,0.67,6.67,1.83,0.17,0.50,0.14,0.14,0.28
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,29,9,18,7,50,21,25,14,0.50,0.56,0.31,0.33,0.33,0.41,29,17,15.09,17.51,0.58,0.90,2.90,4.10,0.86,12.20,0.72,1.00,3.00,1.22,0.12,0.55,0.24,0.12,0.36
337,1,73,13,42,11,141,29,69,18,0.49,0.26,0.18,0.04,0.04,0.14,73,17,17.60,17.94,0.52,0.89,4.35,6.15,0.87,16.16,0.61,0.58,8.65,2.08,0.22,0.58,0.10,0.07,0.17
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1,60,9,32,4,115,17,62,9,0.54,0.15,0.15,0.06,0.06,0.17,60,18,17.18,19.00,0.52,0.95,3.96,5.60,0.86,15.03,0.52,0.61,6.72,1.83,0.18,0.41,0.13,0.06,0.19
340,1,42,6,22,4,56,8,26,4,0.46,0.15,0.14,0.00,0.00,0.00,42,18,17.93,18.24,0.75,0.93,3.97,5.61,0.93,24.46,0.85,0.83,4.17,1.44,0.19,0.82,0.19,0.12,0.31
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1,42,7,24,6,58,7,33,6,0.57,0.18,0.17,0.08,0.08,0.20,42,18,17.52,18.57,0.72,0.95,3.90,5.51,0.92,22.18,0.73,0.54,3.77,1.37,0.21,0.62,0.18,0.18,0.36
343,1,40,8,27,7,59,15,40,10,0.68,0.25,0.20,0.09,0.09,0.21,40,17,17.37,17.74,0.68,0.85,3.68,5.21,0.90,18.58,0.68,0.82,7.36,1.92,0.23,0.58,0.17,0.10,0.28
344,1,55,12,31,9,95,21,44,12,0.46,0.27,0.22,0.12,0.12,0.25,55,19,17.35,17.15,0.58,0.80,3.99,5.64,0.88,16.48,0.70,0.62,3.12,1.25,0.11,0.71,0.20,0.05,0.25
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1,76,13,46,10,120,21,60,14,0.50,0.23,0.17,0.13,0.27,0.37,76,18,18.39,18.22,0.63,0.91,4.91,6.94,0.90,21.79,0.77,0.87,11.27,2.37,0.22,0.72,0.13,0.12,0.25
