subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
723,1,59,7,33,7,134,8,61,8,0.46,0.13,0.12,0.17,0.50,0.50,59,18,16.78,17.36,0.44,0.86,3.60,5.10,0.83,12.70,0.54,0.72,9.39,2.17,0.21,0.48,0.08,0.02,0.10
863,1,22,2,12,2,35,2,17,2,0.49,0.12,0.09,0.00,0.00,0.00,22,16,14.89,15.75,0.63,0.80,2.63,3.72,0.87,11.82,0.71,0.67,1.33,0.82,0.12,0.64,0.18,0.00,0.18
892,1,68,9,41,8,130,10,67,9,0.52,0.13,0.13,0.00,0.00,0.00,68,19,16.86,16.62,0.52,0.82,4.22,5.96,0.87,15.88,0.61,0.75,11.25,2.37,0.22,0.61,0.12,0.04,0.16
556,1,38,6,20,5,67,9,30,8,0.45,0.27,0.16,0.17,0.17,0.29,38,15,15.94,16.18,0.57,0.82,3.28,4.64,0.87,13.54,0.67,1.00,6.00,1.73,0.20,0.50,0.17,0.00,0.17
834,1,43,6,23,5,67,9,33,8,0.49,0.24,0.14,0.11,0.11,0.24,43,16,17.23,17.12,0.64,0.87,3.71,5.25,0.89,17.31,0.70,0.78,5.44,1.65,0.21,0.61,0.09,0.06,0.15
617,1,49,7,32,7,89,14,50,14,0.56,0.28,0.14,0.18,0.36,0.43,49,17,16.40,17.40,0.55,0.88,3.67,5.19,0.87,14.66,0.64,0.91,9.09,2.13,0.20,0.41,0.16,0.06,0.22
585,1,58,7,37,7,107,10,56,10,0.52,0.18,0.12,0.00,0.00,0.00,58,18,16.68,16.97,0.54,0.83,3.96,5.61,0.87,15.49,0.66,0.90,8.10,2.01,0.16,0.61,0.16,0.02,0.18
685,1,48,5,27,5,98,9,45,9,0.46,0.20,0.10,0.00,0.00,0.00,48,18,16.04,16.21,0.49,0.79,3.43,4.85,0.84,12.79,0.60,0.83,4.17,1.44,0.11,0.62,0.18,0.00,0.18
833,1,79,12,49,10,146,14,73,12,0.50,0.16,0.15,0.11,0.22,0.33,79,17,17.55,17.98,0.54,0.91,4.62,6.54,0.88,17.56,0.67,0.78,10.89,2.33,0.19,0.54,0.18,0.05,0.23
836,1,70,14,45,13,158,21,76,20,0.48,0.26,0.20,0.12,0.25,0.35,70,17,16.46,16.68,0.44,0.87,3.94,5.57,0.84,13.67,0.59,0.88,12.25,2.47,0.18,0.43,0.16,0.00,0.16
