SubjectCode	Gender	Track	Natio1	TrackNatio1	DropOut	DropOutBinary	SchoolMean	SchoolDutch	SchoolEnglish	CoursesOutsideProgramme	Exemption	PassedBSA	Course1_Grade	Course2_Grade	Course3_Grade	Course4_Grade	Course5_Grade	Course6_Grade	Course7_Grade	Course8_Grade	Course9_Grade	Course10_Grade	Course11_Grade	Course12_Grade	Course13_Grade	Course1_EC_Worth	Course2_EC_Worth	Course3_EC_Worth	Course4_EC_Worth	Course5_EC_Worth	Course6_EC_Worth	Course7_EC_Worth	Course8_EC_Worth	Course9_EC_Worth	Course10_EC_Worth	Course11_EC_Worth	Course12_EC_Worth	Course13_EC_Worth
230	V	NL	NL	NL_in_NL	No	0	7.25	7	8	0	0	Yes	6	6.5	4	7	7.5	7	8	8.5	7.5	7	6.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
231	V	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	3.5	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
232	V	NL	NL	NL_in_NL	No	0	7.10	8	7	0	0	Yes	6.5	8	8	6.5	7.5	8	9	8	7.5	7	8	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
233	V	NL	NL	NL_in_NL	No	0	6.80	7	7	0	0	Yes	7	8.5	8	7	6	6	8	6.5	7.5	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
234	M	NL	NL	NL_in_NL	No	0	6.67	7	7	0	0	Yes	6	6	7	5	7.5	5	7	3	6.5	7	4.5	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6
235	V	NL	NL	NL_in_NL	AfterYear1	1	6.90	7	6	0	0	No	5	4	6	4	7.5	5	7	4.5	4	NA	3.5	NA	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
236	V	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
237	V	NL	NL	NL_in_NL	No	0	6.92	7	7	0	0	Yes	7	8.5	5	8.5	8	7	7	9	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
238	V	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	4.5	4.5	4	1.5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
239	V	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
240	V	NL	NL	NL_in_NL	No	0				0	0	Yes	6.5	8	7	7	6	7	8	7	8	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
241	M	NL	NL	NL_in_NL	AfterYear1	1				0	0	Yes	6	7	6.5	5	8	8.5	7	8	8	7	7	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
242	V	NL	NL	NL_in_NL	No	0	6.62	6	6	0	0	Yes	6	7	7	7.5	6.5	7.5	8.5	8.5	6.5	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
243	M	NL	DU	DU_in_NL	No	0				0	0	Yes	6.5	7	5	6	8	6.5	6	6.5	4	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
244	V	NL	DU	DU_in_NL	No	0				0	0	Yes	6	9	7.5	7.5	7.5	7	8	7	4	7	8	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
245	V	NL	NL	NL_in_NL	No	0	6.55	6	8	0	0	Yes	7.5	7	8.5	6	6	4	8.5	9	4	7	NA	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
246	V	NL	NL	NL_in_NL	No	0	6.10	7	7	0	0	Yes	6.5	6.5	7	7.5	7	8.5	7.5	8	7.5	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
247	M	NL	NL	NL_in_NL	No	0	6.00	6	6	0	0	Yes	9.5	6	4	1.5	6.5	7.5	7	7.5	4	NA	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
248	V	NL	DU	DU_in_NL	No	0				0	0	Yes	7	7	8.5	7	9.5	7	7.5	8	7.5	7	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
249	V	NL	NL	NL_in_NL	No	0	6.58	6	7	0	0	Yes	8	8.5	5	8.5	9.5	6.5	8	8.5	7	NA	6.5	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
250	M	NL	NL	NL_in_NL	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
251	V	NL	NL	NL_in_NL	No	0	6.45	7	5	0	0	Yes	6.5	8.5	6.5	8	7	7.5	8.5	9	8	7	6	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
252	V	NL	NL	NL_in_NL	No	0				0	0	Yes	6	6.5	6.5	6.5	7.5	8.5	6	6.5	6.5	7	6	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
253	V	NL	NL	NL_in_NL	No	0	6.64	7	8	0	0	Yes	7.5	6.5	7.5	6.5	9.5	5	8	8.5	7	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
254	M	NL	NL	NL_in_NL	No	0	6.40	6	7	0	0	No	5	7	5	6.5	6.5	5	8.5	7.5	4	7	7	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
255	V	NL	DU	DU_in_NL	No	0				0	0	Yes	6	8	4	4.5	7	8	7	6	7	7	5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
256	V	NL	NL	NL_in_NL	No	0	7.42	7	6	0	0	Yes	6.5	8.5	7.5	7.5	9	8.5	8	9.5	7.5	7	7	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
257	V	NL	NL	NL_in_NL	No	0				0	0	Yes	7	9	6.5	6.5	8	7	8.5	8	7	7	8	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
258	V	NL	NL	NL_in_NL	No	0	6.58	6	6	0	0	Yes	7	6.5	7	6	6	7	7	8.5	4	7	6	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
259	V	NL	NL	NL_in_NL	DuringYear1	1	6.27	7	6	0	0	No	5	5	4	4.5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
260	V	NL	NL	NL_in_NL	No	0	7.00	7	8	0	0	Yes	7	7.5	5	7	7.5	8.5	7	8.5	6.5	7	8	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
261	V	NL	NL	NL_in_NL	No	0	7.18	7	7	0	0	Yes	7.5	8.5	7	9	7.5	7	8	9	6.5	7	8	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
263	V	NL	NL	NL_in_NL	No	0	7.36	7	8	0	0	Yes	6.5	8	7.5	6.5	8.5	7	8.5	9	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
264	V	NL	NL	NL_in_NL	No	0	7.42	6	7	0	0	Yes	8	8	8	6.5	9.5	8	8	8.5	7	7	7.5	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
265	M	NL	NL	NL_in_NL	No	0	6.55	5	6	0	0	Yes	6.5	9	7	4	8.5	6.5	8	9	6.5	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
266	V	NL	NL	NL_in_NL	No	0	6.11	6	5	0	0	Yes	8	6	7	6.5	6	6.5	8	8	7.5	7	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
267	M	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	4.5	3.5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
268	V	NL	DU	DU_in_NL	No	0				0	0	No	7.5	6	5	6	6.5	6.5	6	6.5	4	7	5	5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
269	V	NL	DU	DU_in_NL	No	0				0	0	Yes	8.5	9.5	8	8.5	8.5	6.5	10	9	7.5	7	9.5	9.5	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
270	M	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	6	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
271	V	NL	DU	DU_in_NL	AfterYear1	1				0	0	No	2.5	6	5	NA	6	NA	4	1	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
272	V	NL	NL	NL_in_NL	No	0				0	0	Yes	9	8	5	7	7	6.5	7.5	7	6.5	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
273	V	NL	NL	NL_in_NL	No	0	6.67	6	8	0	0	Yes	6	8.5	7	7	6.5	6.5	7.5	8.5	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
274	V	NL	DU	DU_in_NL	No	0				0	0	Yes	7.5	8.5	5	6.5	7.5	6.5	7	6.5	7.5	7	6	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
275	V	NL	DU	DU_in_NL	No	0				0	0	Yes	6.5	6.5	7	7	9.5	7	9	9	7	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
276	M	NL	DU	DU_in_NL	No	0				0	0	Yes	6.5	8	6.5	7.5	6.5	6.5	6	6.5	7	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
277	V	NL	NL	NL_in_NL	No	0	6.70	7	6	0	0	Yes	6.5	9	7.5	7.5	9.5	7	8.5	8	7	7	8.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
278	M	NL	DU	DU_in_NL	No	0				0	0	Yes	6	6	6.5	4.5	6.5	6	6	7	7	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
279	V	NL	NL	NL_in_NL	No	0	7.00	7	6	0	0	Yes	6	5	7.5	6	7.5	7.5	7	8	7	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
280	V	NL	NL	NL_in_NL	No	0				0	0	No	6.5	6	6	5	7	7	6	5	4	7	3.5	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
281	M	NL	DU	DU_in_NL	No	0				0	0	Yes	6	6	6.5	6	7.5	4	6.5	7	7	7	6.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
282	V	NL	NL	NL_in_NL	No	0	6.18	6	7	0	0	Yes	7.5	9	7.5	8.5	6	7	7.5	8	7	7	4.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
283	V	NL	DU	DU_in_NL	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
284	M	NL	NL	NL_in_NL	No	0	6.36	7	8	0	0	No	6.5	7	5	6	6.5	7	6.5	6.5	4	NA	3.5	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6
285	V	NL	NL	NL_in_NL	No	0	6.67	6	6	0	0	Yes	5	7	6	6.5	6	7.5	9.5	7.5	7	7	5	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
286	V	NL	NL	NL_in_NL	DuringYear1	1	6.57	6	8	0	0	No	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
287	M	NL	NL	NL_in_NL	No	0	6.70	7	8	0	0	Yes	6	7.5	5	7.5	6.5	7	6.5	7.5	7.5	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
288	V	NL	NL	NL_in_NL	No	0	6.40	5	6	0	0	Yes	6.5	7	7.5	7	8	7	7.5	8.5	7.5	7	7.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
289	V	NL	NL	NL_in_NL	No	0	6.36	6	8	0	0	Yes	6.5	6	7	4	6	7.5	7.5	7	4	7	5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
290	V	NL	NL	NL_in_NL	No	0	7.31	7	8	0	0	Yes	7	7.5	8	7.5	8.5	7	7	8.5	4	7	6.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
291	V	NL	NL	NL_in_NL	No	0	6.92	6	7	0	0	Yes	8	9	8	8.5	8.5	8	8.5	9.5	7	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
292	V	NL	NL	NL_in_NL	AfterYear1	1	7.00	7	7	0	0	Yes	7	8	7	7.5	7	7.5	8	7.5	7.5	7	7	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
293	V	NL	NL	NL_in_NL	No	0	6.64	7	7	0	0	Yes	6	7	8.5	7.5	7.5	7	7.5	8	7	7	8.5	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
294	V	NL	NL	NL_in_NL	No	0	6.64	6	6	0	0	Yes	6	8	7	7.5	7.5	7.5	7	8	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
295	M	NL	NL	NL_in_NL	No	0	6.18	6	6	0	0	Yes	6	8.5	7	6.5	7	5	8.5	8	4	NA	7	5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
296	V	NL	NL	NL_in_NL	No	0				0	0	No	5	NA	4	NA	6.5	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
297	V	NL	NL	NL_in_NL	No	0	6.94	7	7	0	0	Yes	7.5	7	6	7	7.5	7	6.5	7.5	7	7	8	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
298	V	NL	NL	NL_in_NL	No	0	6.91	7	8	0	0	Yes	7.5	8.5	8.5	7.5	7.5	7	7.5	7	7	7	6.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
299	V	NL	NL	NL_in_NL	No	0	7.73	8	8	0	0	Yes	7.5	9	8.5	8.5	9	7	9	9.5	8	7	8	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
300	V	NL	NL	NL_in_NL	No	0	6.78	7	7	0	0	Yes	7.5	7	7.5	6	7	7.5	6	8	7	7	7.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
301	V	NL	NL	NL_in_NL	No	0	6.91	7	6	0	0	Yes	7.5	8.5	8.5	7.5	7.5	7	8	8.5	7	7	6.5	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
302	V	NL	NL	NL_in_NL	No	0	6.64	7	7	0	0	Yes	7.5	6	5	7.5	6.5	7	7	7.5	6.5	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
303	V	NL	NL	NL_in_NL	No	0	7.42	7	8	0	0	Yes	6	7.5	7.5	7.5	7.5	8	8.5	7	7	7	4.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
304	V	NL	NL	NL_in_NL	DuringYear1	1	6.27	6	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
305	V	NL	NL	NL_in_NL	No	0	6.91	7	8	0	0	Yes	7.5	8	4	6	6	6.5	6.5	7.5	7	7	8	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
306	V	NL	NL	NL_in_NL	No	0	7.92	7	7	0	0	Yes	9.5	9.5	8	8.5	9	8	9.5	9.5	7.5	7	8.5	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
307	V	NL	NL	NL_in_NL	No	0	6.80	7	7	0	0	Yes	6	6	7	6	9	8.5	7.5	8.5	7	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
308	M	NL	NL	NL_in_NL	No	0				0	0	Yes	7	8.5	7.5	6.5	6.5	6.5	6	7.5	6.5	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
309	M	NL	NL	NL_in_NL	No	0	6.20	5	6	0	0	Yes	6.5	7.5	5	6.5	6	8.5	6	7.5	5	7	4	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
310	V	NL	NL	NL_in_NL	No	0	7.23	7	8	0	0	Yes	8	8	8	8	10	8	9	9.5	7	7	6.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
311	V	NL	NL	NL_in_NL	DuringYear1	1	6.50	6	6	0	0	No	5	NA	NA	NA	NA	NA	6.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
312	V	NL	NL	NL_in_NL	No	0	6.36	6	6	0	0	Yes	8.5	8	6.5	6.5	7.5	6.5	7.5	8.5	7.5	7	7.5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
313	V	NL	NL	NL_in_NL	AfterYear1	1	6.27	7	8	0	0	No	6	6	5	8.5	7	5	7.5	1.5	4	NA	4	NA	6	5	5	6	3	3	3	4	6	6	1	6	6	6
314	V	NL	NL	NL_in_NL	No	0	6.27	7	6	0	0	Yes	6	6.5	7	8	6.5	7.5	8.5	9	7	7	8	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
315	V	NL	NL	NL_in_NL	AfterYear1	1	7.75	7	8	0	0	Yes	8	9	8	8	8.5	7	9.5	9	8	7	7	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
316	M	NL	DU	DU_in_NL	AfterYear1	1				0	0	Yes	6.5	8.5	7.5	6	7.5	6.5	6	7.5	7.5	7	6	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
317	V	NL	NL	NL_in_NL	No	0	7.36	8	8	0	0	Yes	7.5	8.5	7.5	8	8.5	8.5	9	8.5	7	7	8.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
318	V	NL	NL	NL_in_NL	AfterYear1	1	6.75	7	6	0	0	Yes	6	7.5	7	6	9	8	7.5	8.5	7.5	7	7	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
319	V	NL	NL	NL_in_NL	AfterYear1	1	6.70	6	7	0	0	Yes	8.5	9.5	8	9	8.5	9	9	9	7.5	7	6.5	9	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
320	M	NL	NL	NL_in_NL	No	0	6.57	6	6	0	0	Yes	6.5	7.5	6.5	6	10	7	7	8.5	6.5	7	7	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
321	M	NL	NL	NL_in_NL	No	0	7.85	7	8	0	0	Yes	9	7.5	5	6.5	6.5	4	8	8	4	NA	6	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
322	V	NL	NL	NL_in_NL	No	0				0	0	Yes	8	7.5	7	7.5	10	7	8.5	9	7.5	7	7.5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
323	V	NL	NL	NL_in_NL	No	0	7.09	7	8	0	0	Yes	6.5	6.5	8	7	7	8	8	7.5	6.5	7	4.5	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6
324	V	NL	NL	NL_in_NL	AfterYear1	1	6.42	6	7	0	0	Yes	6	9.5	7.5	7.5	9.5	7	7.5	9	7	7	6.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
325	V	NL	NL	NL_in_NL	No	0	6.27	6	6	0	0	Yes	6	7	4	5	6.5	6.5	8	6.5	7.5	7	4	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
326	V	NL	NL	NL_in_NL	No	0	7.69	8	8	0	0	Yes	6.5	6.5	6.5	6	8.5	9	6.5	7	7	7	7	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
327	V	NL	NL	NL_in_NL	No	0	6.82	7	8	0	0	Yes	8	6.5	8.5	6.5	8	8.5	9	9	8.5	7	8	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
328	M	NL	NL	NL_in_NL	No	0	6.50	7	6	0	0	Yes	6	6	7	6.5	8.5	7.5	6.5	7	7.5	7	6	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
330	V	NL	NL	NL_in_NL	No	0	6.18	6	6	0	0	Yes	8	7.5	7	8	8.5	7	6	7.5	7	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
331	M	NL	NL	NL_in_NL	AfterYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
332	V	NL	NL	NL_in_NL	No	0	7.00	7	7	0	0	Yes	6	8.5	8.5	7	6.5	7.5	8.5	9.5	7	7	4.5	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
333	V	NL	NL	NL_in_NL	No	0				0	0	Yes	7.5	7	5	6.5	6.5	7.5	6	7	7	7	6	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
334	V	NL	DU	DU_in_NL	No	0				0	0	Yes	6	7.5	8	7.5	8	7.5	8	7	7.5	7	6	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
335	M	NL	NL	NL_in_NL	DuringYear1	1	6.75	6	7	0	0	No	5	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
336	V	NL	NL	NL_in_NL	AfterYear1	1	6.38	6	7	0	0	No	6	6	5	8	6	4	7	4.5	4	NA	4.5	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
337	V	NL	NL	NL_in_NL	No	0	6.55	6	6	0	0	Yes	8.5	6.5	5	7	8.5	8	8.5	8	6.5	7	6.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
338	M	NL	NL	NL_in_NL	DuringYear1	1	6.25	5	7	0	0	No	2.5	NA	4	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
339	V	NL	NL	NL_in_NL	No	0	6.67	6	6	0	0	Yes	6.5	4.5	6.5	7	7.5	7	6	7	6.5	NA	4	4.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
340	M	NL	NL	NL_in_NL	AfterYear1	1	7.00	7	9	0	0	Yes	6.5	6	4	6	7	7.5	7.5	8.5	6	NA	6	4.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
341	V	NL	NL	NL_in_NL	DuringYear1	1	6.91	6	7	0	0	No	6	5	4	6.5	6	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
342	V	NL	NL	NL_in_NL	No	0	6.50	6	8	0	0	Yes	6	7	7.5	7	7.5	6.5	7.5	8	7	7	6	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
343	M	NL	NL	NL_in_NL	AfterYear1	1	6.60	6	7	0	0	Yes	7.5	7	5	6	8.5	6.5	6.5	7	4	NA	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
344	V	NL	NL	NL_in_NL	No	0	6.83	6	7	0	0	Yes	6.5	7.5	8	6.5	8.5	7	8	8.5	7.5	7	6	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
345	V	NL	NL	NL_in_NL	No	0	6.00	6	6	0	0	Yes	6	6.5	5	8	9.5	7	8.5	7.5	7.5	7	7.5	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
346	V	NL	NL	NL_in_NL	No	0				0	0	Yes	7.5	6.5	7	7	9	7	7	8	6.5	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
500	M	EN	NL	NL_in_EN	DuringYear1	1	7.50	7	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
501	M	EN	NL	NL_in_EN	No	0	6.08	5	7	1	0	Yes	6	7	5	4	8	4	6	1	6	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
502	M	EN	NL	NL_in_EN	No	0	6.50	6	8	0	0	No	6	6	4	6	8	NA	8	3	4	NA	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
503	M	EN	NL	NL_in_EN	DuringYear1	1	6.91	7	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
504	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	6	6.5	4	6	7.5	6	3.5	4	NA	4.5	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
505	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7.5	6.5	4.5	6	7	6	6	4	7	6	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
506	V	EN	DU	DU_in_EN	No	0				0	0	Yes	9	9	7	7.5	7.5	8.5	7	8	7.5	7	7.5	9.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
507	M	EN	NL	NL_in_EN	No	0				1	0	No	NA	7.5	5	4.5	8	7	6	5	7.5	7	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
508	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7.5	8	8	6	10	7	6.5	5	4	7	7	5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
509	V	EN	NL	NL_in_EN	No	0	6.85	7	8	0	1	Yes	NA	8.5	8	8.5	9	4	7	8	7.5	7	6.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
511	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7.5	5	4.5	6.5	6.5	6	7	4	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
512	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	7	6.5	8	6.5	8	8.5	7	7	7	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
514	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
515	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9	7.5	6.5	6.5	6.5	8	8.5	7.5	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
516	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	7.5	9	6	8	NA	7	7	8	7	9	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
517	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9.5	7.5	7	7	8.5	6.5	7	7.5	7	9.5	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
518	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	2.5	4	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
519	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8	6.5	6.5	10	4	6	7.5	4	7	8	5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
521	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	8	6	9.5	7	6	8	7.5	7	7	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
522	V	EN	DU	DU_in_EN	No	0				0	0	No	2	3.5	4	3.5	4.5	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
523	M	EN	NL	NL_in_EN	No	0	6.80	7	8	1	0	Yes	7	8	6.5	7	8	7.5	6	7.5	7	7	6.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
524	M	EN	DU	DU_in_EN	No	0				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
525	V	EN	DU	DU_in_EN	No	0				0	0	No	7	6	7.5	6	6	7	7	2	4	7	2.5	4	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
