SubjectCode	Gender	Track	Natio1	TrackNatio1	DropOut	DropOutBinary	SchoolMean	SchoolDutch	SchoolEnglish	CoursesOutsideProgramme	Exemption	PassedBSA	Course1_Grade	Course2_Grade	Course3_Grade	Course4_Grade	Course5_Grade	Course6_Grade	Course7_Grade	Course8_Grade	Course9_Grade	Course10_Grade	Course11_Grade	Course12_Grade	Course13_Grade	Course1_EC_Worth	Course2_EC_Worth	Course3_EC_Worth	Course4_EC_Worth	Course5_EC_Worth	Course6_EC_Worth	Course7_EC_Worth	Course8_EC_Worth	Course9_EC_Worth	Course10_EC_Worth	Course11_EC_Worth	Course12_EC_Worth	Course13_EC_Worth
693	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	7.5	7	7	7	7	7.5	7.5	7	8.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
695	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	4.5	4	3.5	1	NA	4	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
696	V	EN	NL	NL_in_EN	No	0				0	0	Yes	7	8.5	7	8	10	7	6.5	8	7	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
697	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	7	7.5	8.5	6.5	7	8.5	7.5	7	6.5	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
698	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	9	8	8.5	9	7	8	8.5	7.5	7	6.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
699	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	7.5	4	7	6	6.5	7.5	6.5	6.5	7	7	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
700	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	5	6	6.5	7.5	4.5	6	4	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
701	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	6.5	4.5	4	2	7	NA	4.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
702	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7	7.5	6	7.5	8	7	7.5	6.5	7	6.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
703	V	EN	NL	NL_in_EN	No	0	6.64	7	7	0	0	Yes	7.5	6.5	7	6	10	7.5	7.5	7.5	6.5	7	6.5	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
704	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
705	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	7.5	6	7	6.5	7	7	7	7	6	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
706	V	EN	NL	NL_in_EN	AfterYear1	1				0	0	No	6	3.5	4	4	6	4	6	7	4	7	3.5	3	6	5	5	6	3	3	3	4	6	6	1	6	6	6
707	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	6	7	6.5	7.5	7.5	6	7	4	NA	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
708	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	2.5	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
709	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6.5	2.5	NA	2.5	4	NA	4	NA	NA	NA	4.5	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
710	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6	8.5	8	7	9	7	7.5	8.5	4	7	6	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
711	M	EN	DU	DU_in_EN	No	0				0	0	No	8	7	4	6.5	8.5	7.5	8.5	8	4	7	NA	6.5	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
713	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6.5	8	7	8.5	7	6	7	7.5	7	3	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
714	V	EN	NL	NL_in_EN	AfterYear1	1	6.23	7	7	0	0	Yes	6.5	7	4	7	6	7	6	8.5	4	7	5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
715	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7	7.5	6.5	8	7.5	6.5	8	7.5	7	6.5	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
716	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	8	6.5	8	7	8	8.5	8	7	7	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
717	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	7	6	8.5	6.5	7	5	7	7	4.5	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
718	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7	4.5	6	6	6	7	7.5	7	5	4	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
719	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
720	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	4	6	7	6.5	6	7	7	7	6	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
721	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8.5	7	7	9	6	7	7.5	7	7	7	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
722	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	NA	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
723	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	7.5	8	8.5	7.5	8	9	8	7	7	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
724	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	8.5	7.5	10	8.5	8.5	9	8	7	7.5	8.5	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
725	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	7.5	7.5	5	8.5	6.5	7.5	7	7.5	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
726	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	8.5	6.5	4.5	5	NA	5	6.5	4	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
727	M	EN	NL	NL_in_EN	No	0	6.73	6	8	0	0	Yes	6	8	5	7	6.5	7	7	7.5	7	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
728	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	5	4.5	5	4	5	NA	6.5	7	6.5	NA	4.5	3	6	5	5	6	3	3	3	4	6	6	1	6	6	6
729	V	EN	DU	DU_in_EN	No	0				0	1	Yes	7.5	7.5	7.5	8.5	8.5	7	9	8.5	8	7	8.5	NA	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
730	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8	7	7	6.5	6.5	7.5	7.5	7	7	6	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
731	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
732	V	EN	DU	DU_in_EN	No	0				0	0	No	6	6	5	6.5	7	6.5	6	6	4	7	4.5	4	6	5	5	6	3	3	3	4	6	6	1	6	6	6
733	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	9	9.5	7.5	10	8.5	8	9	8.5	7	8	9	9	5	5	6	3	3	3	4	6	6	1	6	6	6
734	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	3.5	5	2.5	6	7.5	6	2	4	7	4	3	6	5	5	6	3	3	3	4	6	6	1	6	6	6
735	M	EN	DU	DU_in_EN	No	0				0	0	No	6	7	6.5	3.5	6.5	6.5	5	5	6.5	7	4.5	3.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
737	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9	8	7	8	7	6	8.5	7	7	9	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
739	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	7.5	7	6	8	7	7.5	7.5	NA	7	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
740	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	4	6	8	8	9	8.5	8	7	6.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
741	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	8	6	10	6	7.5	9	4	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
742	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8.5	5	7	10	7.5	7.5	8.5	4	7	6.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
743	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9	7.5	6	8	7.5	6	6.5	7	7	6	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
744	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6	7	6	6	7	5	6	7	7	8.5	6.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
745	V	EN	DU	DU_in_EN	No	0				0	0	No	5	5	4	1.5	3.5	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
746	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4.5	4	4	3	2	NA	3	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
747	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	4.5	5	7	4	8	7.5	6	6.5	4	7	3.5	3.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
749	M	EN	NL	NL_in_EN	AfterYear1	1				0	0	Yes	6.5	9	4	5	6	7	4	7.5	7.5	7	6	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
750	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	6.5	4.5	6.5	7.5	7	7.5	7.5	7	6.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
751	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	5	4	NA	5	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
752	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	6	5	9.5	7.5	7	9.5	7	7	7	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
753	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	7	6	10	8	6.5	7.5	7	7	6.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
754	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8.5	7.5	6	7.5	8	8.5	7	7.5	7	6	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
756	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	7	7	9.5	7.5	7	8.5	7.5	7	6	7.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
758	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8.5	7.5	8.5	8	8.5	8.5	8.5	8	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
759	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	8.5	8	8.5	8.5	8	9	9.5	7.5	7	8.5	9	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
760	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7.5	7	6	7	8	7.5	8.5	7.5	7	6.5	6.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
762	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7	4	3.5	6.5	7.5	6	8	7	7	5	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
763	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	7	6.5	8	7	7	8.5	8	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
765	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	5	6	5	4	5	NA	6	1	4	NA	3	2.5	5	5	5	6	3	3	3	4	6	6	1	6	6	6
766	M	EN	NL	NL_in_EN	No	0	6.89	7	7	0	0	Yes	8	7.5	7	7.5	10	8	7	9	8	7	6	6.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
767	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	6.5	8	6	9	7	7.5	9	6.5	7	7.5	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
768	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6	6.5	5	6	7	6	7	4	7	5	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6
769	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8.5	7.5	6	9	6.5	7	8	8	7	7	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
770	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	6.5	NA	5	4	2.5	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
771	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	9	8	6	8.5	8	7.5	8	8	7	6	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
772	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	7	8.5	7	6.5	6.5	7	6.5	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
773	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	7.5	5	4	3.5	4.5	NA	6	2.5	NA	NA	4.5	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
774	V	EN	NL	NL_in_EN	No	0	6.73	7	7	0	0	Yes	7	7	7.5	5	7	7.5	8	8	7	7	5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
775	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	9.5	8	8	9	7.5	8	8.5	6.5	7	8.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
776	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	6.5	8	7.5	7.5	8	7	8	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
777	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	6.5	4	4.5	6.5	7.5	6	7	7	NA	8	8.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
778	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6	7.5	5	6	9	8	8	2	4	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
779	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	8	7.5	9.5	7	8	8	7	7	7	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
780	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	8.5	9	7.5	10	8.5	9.5	9.5	8	7	8	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
781	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
782	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	3	4.5	4	3.5	5	NA	4	1	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
783	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
784	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8.5	6.5	3.5	6	7	7	7	7	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
785	M	EN	DU	DU_in_EN	No	0				0	0	No	6.5	7.5	5	4	4	NA	6	4	4	7	6	4.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
787	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8.5	9	6	9	7.5	7.5	8.5	8	7	7	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
788	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	3	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
789	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	8	6	7	8	6.5	7.5	7.5	7	8.5	7	9	5	5	6	3	3	3	4	6	6	1	6	6	6
790	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	8.5	7	9	7.5	8.5	8.5	7.5	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
791	V	EN	DU	DU_in_EN	No	0				0	1	Yes	6	7.5	7	6	7.5	6.5	7.5	NA	7	7	6	8.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
792	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8.5	7	8.5	7.5	8	7	8.5	8	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
793	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
794	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	8.5	8.5	9	8	8.5	7.5	9.5	10	9	7	7.5	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
795	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8	7	7	7	6.5	7	7	7	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
796	V	EN	NL	NL_in_EN	No	0	6.55	6	7	0	0	Yes	7	7.5	7	6	7	7	6.5	8	7	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
798	V	EN	NL	NL_in_EN	No	0	6.18	6	7	0	0	Yes	8	7	5	7	10	6.5	7	5	6.5	7	6.5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
799	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	4.5	8	6	8	7.5	6	6	7.5	7	4.5	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6
800	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	9.5	7	7	7.5	9.5	9	8.5	7	9	8.5	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
801	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8	6.5	7	9	8	7.5	8	7	7	7.5	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
804	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	NA	NA	NA	NA	NA	6.5	NA	NA	7	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
805	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	3	4	4.5	6.5	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
806	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	6.5	5	7	7	6.5	6	7	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
807	V	EN	NL	NL_in_EN	AfterYear1	1	6.46	6	7	0	0	Yes	8.5	7.5	4	6	7	9	6	1.5	4	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
808	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8.5	8.5	7.5	8.5	7.5	8	9.5	4	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
809	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	4.5	7	6	7	6	6.5	7.5	7	7	6	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
810	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7.5	7	9.5	7	7.5	8	6.5	7	7	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
811	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	4.5	6	4	5	7	6.5	5	4.5	4	7	4.5	5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
813	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6.5	5	6	8	8	7	7	7	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
814	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	3.5	5	4	4.5	NA	2.5	1.5	NA	7	4.5	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
815	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	7	6.5	8.5	6	8.5	8.5	7	7	6	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
816	V	EN	DU	DU_in_EN	No	0				0	0	No	6	4.5	5	3	7	7	6	7	4	NA	6	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
818	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	6.5	6.5	9.5	7	7	7	6	7	6	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
819	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7.5	7	5	6	9	8.5	8	8	7	7	8.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
820	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	5	7.5	10	7	7	8.5	7.5	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
821	M	EN	NL	NL_in_EN	AfterYear1	1	6.54	6	8	0	0	No	4.5	7	7.5	6.5	9.5	4	8.5	1.5	4	NA	3.5	3	6	5	5	6	3	3	3	4	6	6	1	6	6	6
824	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	7.5	8.5	6.5	7	6.5	7	7.5	7	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
825	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	5	4	1.5	NA	NA	8	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
826	V	EN	NL	NL_in_EN	No	0	6.92	7	7	0	1	Yes	6.5	7.5	8	6	8	8.5	6	9	8.5	7	3.5	NA	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
827	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7.5	7	7	8	8.5	8.5	7.5	7	6.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
829	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	7.5	7	8.5	8.5	7.5	8	7.5	4	7	6	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
830	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8.5	7.5	6	8	8	6.5	7.5	8	7	8	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
831	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	5	4	4	6.5	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
832	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	NA	NA	NA	NA	NA	6.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
833	V	EN	DU	DU_in_EN	No	0				0	0	Yes	9	9.5	9	9	8	7.5	9	9.5	8.5	7	8	9	9	5	5	6	3	3	3	4	6	6	1	6	6	6
834	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	5	6	7	4.5	6	7.5	6	1	4	NA	4	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
835	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	5	6	4	4.5	6	6.5	6	5	4	NA	4	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6
836	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8.5	8	7.5	8	7.5	8.5	8	7.5	7	8	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
837	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	7.5	7.5	9.5	8	8.5	8.5	8	7	6.5	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
838	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6.5	7	7	6	6.5	6	8	4	7	7	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
839	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	7.5	8.5	6.5	8	8	7.5	7.5	8.5	7	6	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
840	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	4	3	4	2	3.5	NA	4.5	NA	4	NA	2.5	2.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
841	M	EN	DU	DU_in_EN	No	0				0	0	Yes	9.5	8	8.5	7.5	7	7.5	9	10	9	7	9	8	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
842	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	8	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
843	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6.5	7.5	6	3	6	7.5	6.5	7	4	7	2.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
844	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6	5	4	8	5	6.5	7.5	4	7	6	7	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
845	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6	6.5	2	6	7.5	6.5	6.5	4	7	5	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
846	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	8	6.5	10	7.5	7	8	8	7	7	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
847	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	8	7.5	10	8	7.5	8	7	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
848	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8.5	8	7	10	7.5	9	8.5	8	7	6.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
849	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7.5	5	8	7	7	7.5	7	7	5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
850	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7.5	8	7.5	9.5	7.5	6.5	7.5	7	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
851	M	EN	NL	NL_in_EN	AfterYear1	1	6.64	6	8	0	0	No	5	4.5	4	2.5	6	4	4	2	4	NA	3.5	3	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
852	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
853	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6.5	7	4.5	8.5	7	4.5	6.5	4	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
854	V	EN	DU	DU_in_EN	No	0				0	0	No	7	6	4	3	6	7	6	7	4	7	2.5	2.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
855	V	EN	NL	NL_in_EN	No	0	6.83	6	7	0	0	Yes	7	8	7	7	7	7	8.5	8	6.5	7	7.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
