"SubjectCode"	"Gender"	"Track"	"Nationality"	"Group"	"DropOut"	"DropOutBinary"	"SchoolMean"	"SchoolDutch"	"SchoolEnglish"	"CoursesOutsideProgramme"	"Exemption"	"PassedBSA"	"EC_Obtained"	"Weighted_Grade"	"EC_Taken"	"Mean_Grade"	"LD"	"LS"	"LV"	"Course1_Grade"	"Course2_Grade"	"Course3_Grade"	"Course4_Grade"	"Course5_Grade"	"Course6_Grade"	"Course7_Grade"	"Course8_Grade"	"Course9_Grade"	"Course10_Grade"	"Course11_Grade"	"Course12_Grade"	"Course13_Grade"	"Course1_EC_Worth"	"Course2_EC_Worth"	"Course3_EC_Worth"	"Course4_EC_Worth"	"Course5_EC_Worth"	"Course6_EC_Worth"	"Course7_EC_Worth"	"Course8_EC_Worth"	"Course9_EC_Worth"	"Course10_EC_Worth"	"Course11_EC_Worth"	"Course12_EC_Worth"	"Course13_EC_Worth"	"Course1_EC_Obtained"	"Course2_EC_Obtained"	"Course3_EC_Obtained"	"Course4_EC_Obtained"	"Course5_EC_Obtained"	"Course6_EC_Obtained"	"Course7_EC_Obtained"	"Course8_EC_Obtained"	"Course9_EC_Obtained"	"Course10_EC_Obtained"	"Course11_EC_Obtained"	"Course12_EC_Obtained"	"Course13_EC_Obtained"	"Course1_Weighted"	"Course2_Weighted"	"Course3_Weighted"	"Course4_Weighted"	"Course5_Weighted"	"Course6_Weighted"	"Course7_Weighted"	"Course8_Weighted"	"Course9_Weighted"	"Course10_Weighted"	"Course11_Weighted"	"Course12_Weighted"	"Course13_Weighted"	"Course1_Passed"	"Course2_Passed"	"Course3_Passed"	"Course4_Passed"	"Course5_Passed"	"Course6_Passed"	"Course7_Passed"	"Course8_Passed"	"Course9_Passed"	"Course10_Passed"	"Course11_Passed"	"Course12_Passed"	"Course13_Passed"
187	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	396.5	60	6.60833333333333	NA	NA	NA	7	7	4	6	7	7.5	7.5	8.5	4	7	6	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	6	6	6	35	35	24	18	21	22.5	30	51	24	7	36	45	48	1	1	0	1	1	1	1	1	0	1	1	1	1
188	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	436	60	7.26666666666667	NA	NA	NA	6	8.5	6.5	6.5	7.5	6.5	7	8.5	8	7	6.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	42.5	39	19.5	22.5	19.5	28	51	48	7	39	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1
189	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.67	6	6	0	0	"Yes"	54	396	60	6.6	NA	NA	NA	6.5	6.5	7	6	7.5	6.5	6	8.5	7	7	6	5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	0	6	32.5	32.5	42	18	22.5	19.5	24	51	42	7	36	30	39	1	1	1	1	1	1	1	1	1	1	1	0	1
190	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.64	7	6	0	0	"No"	17	124.5	20	6.225	NA	NA	NA	7.5	6	NA	2.5	8.5	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	0	4	0	0	0	0	0	0	37.5	30	0	7.5	25.5	0	24	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0
191	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.92	6	7	0	0	"Yes"	60	469	60	7.81666666666667	0.48	0.146666666666667	16.69	7	8.5	7.5	7.5	8	7	9.5	9.5	8	7	7	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	42.5	45	22.5	24	21	38	57	48	7	42	36	51	1	1	1	1	1	1	1	1	1	1	1	1	1
192	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.36	6	8	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.27	6	7	0	0	"Yes"	48	388	60	6.46666666666667	0.626666666666667	0.256666666666667	15.6033333333333	7	6	8	4.5	7.5	5	7	7.5	7	7	6	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	0	4	6	6	1	6	0	6	35	30	48	13.5	22.5	15	28	45	42	7	36	30	36	1	1	1	0	1	0	1	1	1	1	1	0	1
194	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.38	6	6	0	0	"Yes"	60	447	60	7.45	0.536666666666667	0.166666666666667	16.71	7	8.5	8	7	6.5	7	8.5	7	7.5	7	7	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	42.5	48	21	19.5	21	34	42	45	7	42	45	45	1	1	1	1	1	1	1	1	1	1	1	1	1
195	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.5	6	7	0	0	"Yes"	48	380	60	6.33333333333333	0.47	0.156666666666667	16.2	6.5	6	7	7	6.5	7	6	6.5	7	7	5	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	0	0	6	32.5	30	42	21	19.5	21	24	39	42	7	30	30	42	1	1	1	1	1	1	1	1	1	1	0	0	1
196	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.33	6	7	0	0	"Yes"	60	426.5	60	7.10833333333333	0.51	0.213333333333333	17.41	6.5	8	7	7	6	8	8	8	7	7	6.5	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	42	21	18	24	32	48	42	7	39	39	42	1	1	1	1	1	1	1	1	1	1	1	1	1
197	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	476	60	7.93333333333333	0.49	0.24	17.0033333333333	7	9	7.5	8	8	7	8	9	7.5	7	6.5	8	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	45	45	24	24	21	32	54	45	7	39	48	57	1	1	1	1	1	1	1	1	1	1	1	1	1
198	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.27	8	9	0	0	"Yes"	60	409	60	6.81666666666667	0.57	0.21	17.82	6	7.5	7.5	8	7	6.5	7.5	6.5	7	7	6	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	37.5	45	24	21	19.5	30	39	42	7	36	39	39	1	1	1	1	1	1	1	1	1	1	1	1	1
199	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	426.5	60	7.10833333333333	0.57	0.173333333333333	17.58	6.5	9	6.5	6	6.5	7.5	6	7.5	7	7	6.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	45	39	18	19.5	22.5	24	45	42	7	39	42	51	1	1	1	1	1	1	1	1	1	1	1	1	1
200	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.64	7	7	0	0	"Yes"	60	464	60	7.73333333333333	0.526666666666667	0.173333333333333	17.53	7.5	8	7	8.5	8.5	6.5	7.5	8.5	6.5	7	8.5	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	40	42	25.5	25.5	19.5	30	51	39	7	51	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1
201	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.91	6	7	0	0	"Yes"	48	377	59	6.38983050847458	NA	NA	NA	5	7	6.5	6	6.5	8.5	6.5	7	4	NA	7	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	6	3	3	3	4	6	0	0	6	6	6	25	35	39	18	19.5	25.5	26	42	24	0	42	39	42	0	1	1	1	1	1	1	1	0	0	1	1	1
202	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	7	7	0	0	"Yes"	60	437	60	7.28333333333333	0.536666666666667	0.19	17.3233333333333	7	6	6.5	6.5	8.5	8	8	8	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	30	39	19.5	25.5	24	32	48	42	7	42	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1
203	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	50	354.5	56	6.33035714285714	NA	NA	NA	7	6	6.5	NA	6	8.5	6	7.5	7	NA	6	4	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	6	6	0	6	0	6	35	30	39	0	18	25.5	24	45	42	0	36	24	36	1	1	1	0	1	1	1	1	1	0	1	0	1
204	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	416.5	60	6.94166666666667	NA	NA	NA	7	7.5	5	6	8.5	6.5	7	7.5	7	7	7	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	35	37.5	30	18	25.5	19.5	28	45	42	7	42	42	45	1	1	0	1	1	1	1	1	1	1	1	1	1
205	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.18	6	6	0	0	"Yes"	42	364.5	60	6.075	NA	NA	NA	6.5	6.5	5	6.5	8	7	6	5	4	7	6	7.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	0	0	1	6	6	6	32.5	32.5	30	19.5	24	21	24	30	24	7	36	45	39	1	1	0	1	1	1	1	0	0	1	1	1	1
206	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.75	8	9	0	0	"Yes"	60	541	60	9.01666666666667	0.556666666666667	0.19	17.0666666666667	9	9.5	8	9.5	10	8	9.5	9.5	8.5	7	9	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	45	47.5	48	28.5	30	24	38	57	51	7	54	57	54	1	1	1	1	1	1	1	1	1	1	1	1	1
207	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	6	6	0	0	"Yes"	60	442	60	7.36666666666667	0.57	0.26	17.2066666666667	6	6.5	8	8.5	8.5	7.5	8	8.5	7	7	6.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	32.5	48	25.5	25.5	22.5	32	51	42	7	39	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1
208	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.9	7	6	0	0	"Yes"	60	467	60	7.78333333333333	0.493333333333333	0.203333333333333	16.9666666666667	7.5	8.5	7.5	8.5	9	7.5	9.5	8	7.5	7	7	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	42.5	45	25.5	27	22.5	38	48	45	7	42	42	45	1	1	1	1	1	1	1	1	1	1	1	1	1
209	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.83	7	7	0	0	"Yes"	60	448.5	60	7.475	0.553333333333333	0.25	17.2666666666667	9	8	6	6.5	7.5	7.5	7	8	7.5	7	8	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	45	40	36	19.5	22.5	22.5	28	48	45	7	48	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1
210	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.36	6	6	0	0	"Yes"	47	353.5	53	6.66981132075472	NA	NA	NA	6	8	5	7	6.5	8	6	7	7	NA	NA	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	0	0	6	6	30	40	30	21	19.5	24	24	42	42	0	0	36	45	1	1	0	1	1	1	1	1	1	0	0	1	1
211	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	393	60	6.55	NA	NA	NA	7.5	8	4	6	6.5	8	7	8	4	7	7	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	6	6	6	37.5	40	24	18	19.5	24	28	48	24	7	42	36	45	1	1	0	1	1	1	1	1	0	1	1	1	1
212	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	6	6	0	0	"No"	19	303	59	5.13559322033898	NA	NA	NA	4.5	4.5	5	4	9	4	6	7	4	NA	4	4.5	6	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	3	0	4	6	0	0	0	0	6	22.5	22.5	30	12	27	12	24	42	24	0	24	27	36	0	0	0	0	1	0	1	1	0	0	0	0	1
213	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.09	7	8	0	0	"Yes"	60	469	60	7.81666666666667	0.546666666666667	0.153333333333333	16.15	7.5	8	7.5	7.5	8.5	6.5	8	8.5	7.5	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	40	45	22.5	25.5	19.5	32	51	45	7	45	51	48	1	1	1	1	1	1	1	1	1	1	1	1	1
214	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.27	7	7	0	0	"Yes"	60	420	60	7	0.51	0.193333333333333	17.8633333333333	7.5	7	6.5	6	7.5	8	6	7	6.5	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	35	39	18	22.5	24	24	42	39	7	42	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1
215	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	357	60	5.95	0.563333333333333	0.2	16.93	6	6	5	6	7	5	6.5	7	6.5	7	6	4	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	0	4	6	6	1	6	0	6	30	30	30	18	21	15	26	42	39	7	36	24	39	1	1	0	1	1	0	1	1	1	1	1	0	1
216	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	6	7	0	0	"Yes"	42	380	60	6.33333333333333	NA	NA	NA	7.5	7	5	7	7	7.5	6.5	7	4	7	6	5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	6	0	6	37.5	35	30	21	21	22.5	26	42	24	7	36	30	48	1	1	0	1	1	1	1	1	0	1	1	0	1
217	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.42	6	7	0	0	"Yes"	60	410.5	60	6.84166666666667	NA	NA	NA	6.5	7	6.5	6	7.5	7.5	6	7.5	7	7	6.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	35	39	18	22.5	22.5	24	45	42	7	39	39	45	1	1	1	1	1	1	1	1	1	1	1	1	1
218	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.33	6	7	0	0	"Yes"	53	393.5	59	6.66949152542373	0.476666666666667	0.18	16.0066666666667	6	6	7.5	6.5	8.5	7.5	6.5	7.5	7.5	NA	4.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	0	0	6	6	30	30	45	19.5	25.5	22.5	26	45	45	0	27	36	42	1	1	1	1	1	1	1	1	1	0	0	1	1
219	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7	6	7	0	0	"Yes"	60	427.5	60	7.125	NA	NA	NA	6	7.5	7	6	7	7	8	8	8	7	6	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	37.5	42	18	21	21	32	48	48	7	36	42	45	1	1	1	1	1	1	1	1	1	1	1	1	1
220	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.73	7	6	0	0	"Yes"	60	452	60	7.53333333333333	0.563333333333333	0.133333333333333	16.5233333333333	6	7.5	7.5	6.5	7.5	6.5	8.5	8.5	7	7	7	9	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	37.5	45	19.5	22.5	19.5	34	51	42	7	42	54	48	1	1	1	1	1	1	1	1	1	1	1	1	1
221	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.73	6	7	0	0	"Yes"	60	485.5	60	8.09166666666667	0.5	0.17	17.26	6.5	8.5	9	7.5	7.5	7.5	9	8.5	8.5	7	8	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	42.5	54	22.5	22.5	22.5	36	51	51	7	48	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1
222	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	7	6	0	0	"Yes"	60	418	60	6.96666666666667	0.54	0.173333333333333	17.3433333333333	6	7.5	7.5	7	7	7.5	7.5	8	7.5	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	37.5	45	21	21	22.5	30	48	45	7	36	36	39	1	1	1	1	1	1	1	1	1	1	1	1	1
223	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.44	6	8	0	0	"No"	11	108.5	17	6.38235294117647	NA	NA	NA	8	7.5	4	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	0	0	0	0	0	1	0	0	0	40	37.5	24	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
224	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.9	7	7	0	0	"Yes"	60	472	60	7.86666666666667	0.6	0.156666666666667	18.0466666666667	7.5	9	7.5	6.5	8.5	7.5	7.5	9	8	7	6.5	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	45	45	19.5	25.5	22.5	30	54	48	7	39	45	54	1	1	1	1	1	1	1	1	1	1	1	1	1
225	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.3	6	7	0	0	"Yes"	60	450	60	7.5	NA	NA	NA	8	8	8	6.5	8.5	7	7.5	7	7	7	8	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	40	48	19.5	25.5	21	30	42	42	7	48	36	51	1	1	1	1	1	1	1	1	1	1	1	1	1
226	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	6	6	0	0	"Yes"	54	415.5	60	6.925	0.543333333333333	0.196666666666667	17.0166666666667	6.5	6.5	5	7	7.5	7	7.5	7.5	6.5	7	8	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	32.5	32.5	30	21	22.5	21	30	45	39	7	48	42	45	1	1	0	1	1	1	1	1	1	1	1	1	1
227	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"No"	22	173	28	6.17857142857143	NA	NA	NA	NA	8	NA	NA	NA	NA	6	1.5	NA	7	NA	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	0	0	4	0	0	1	0	6	6	0	40	0	0	0	0	24	9	0	7	0	48	45	0	1	0	0	0	0	1	0	0	1	0	1	1
228	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.85	8	7	0	0	"Yes"	60	523.5	60	8.725	NA	NA	NA	8.5	9.5	7	9	9.5	8	9.5	9.5	8	7	9.5	8.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	42.5	47.5	42	27	28.5	24	38	57	48	7	57	51	54	1	1	1	1	1	1	1	1	1	1	1	1	1
229	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.36	6	7	0	0	"No"	4	46.5	9	5.16666666666667	NA	NA	NA	4.5	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	4	0	0	0	0	0	0	22.5	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
230	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.25	7	8	0	0	"Yes"	54	412	60	6.86666666666667	0.516666666666667	0.2	18.2233333333333	6	6.5	4	7	7.5	7	8	8.5	7.5	7	6.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	30	32.5	24	21	22.5	21	32	51	45	7	39	42	45	1	1	0	1	1	1	1	1	1	1	1	1	1
231	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	31.5	9	3.5	NA	NA	NA	3.5	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.1	8	7	0	0	"Yes"	60	463.5	60	7.725	0.553333333333333	0.22	18.0833333333333	6.5	8	8	6.5	7.5	8	9	8	7.5	7	8	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	48	19.5	22.5	24	36	48	45	7	48	42	51	1	1	1	1	1	1	1	1	1	1	1	1	1
233	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.8	7	7	0	0	"Yes"	60	434.5	60	7.24166666666667	NA	NA	NA	7	8.5	8	7	6	6	8	6.5	7.5	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	42.5	48	21	18	18	32	39	45	7	39	42	48	1	1	1	1	1	1	1	1	1	1	1	1	1
234	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.67	7	7	0	0	"Yes"	42	345.5	60	5.75833333333333	NA	NA	NA	6	6	7	5	7.5	5	7	3	6.5	7	4.5	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	0	4	0	6	1	0	6	6	30	30	42	15	22.5	15	28	18	39	7	27	36	36	1	1	1	0	1	0	1	0	1	1	0	1	1
235	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.9	7	6	0	0	"No"	19	269.5	53	5.08490566037736	0.48	0.243333333333333	17.9133333333333	5	4	6	4	7.5	5	7	4.5	4	NA	3.5	NA	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	6	0	3	0	4	0	0	0	0	0	6	25	20	36	12	22.5	15	28	27	24	0	21	0	39	0	0	1	0	1	0	1	0	0	0	0	0	1
236	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.92	7	7	0	0	"Yes"	54	435	60	7.25	0.54	0.166666666666667	17.6266666666667	7	8.5	5	8.5	8	7	7	9	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	35	42.5	30	25.5	24	21	28	54	42	7	36	42	48	1	1	0	1	1	1	1	1	1	1	1	1	1
238	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	85.5	22	3.88636363636364	NA	NA	NA	4.5	4.5	4	1.5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	22.5	24	4.5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	432.5	60	7.20833333333333	0.52	0.193333333333333	16.6666666666667	6.5	8	7	7	6	7	8	7	8	7	6.5	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	42	21	18	21	32	42	48	7	39	42	48	1	1	1	1	1	1	1	1	1	1	1	1	1
241	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	57	431.5	60	7.19166666666667	0.52	0.136666666666667	16.8133333333333	6	7	6.5	5	8	8.5	7	8	8	7	7	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	6	6	1	6	6	6	30	35	39	15	24	25.5	28	48	48	7	42	42	48	1	1	1	0	1	1	1	1	1	1	1	1	1
242	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.62	6	6	0	0	"Yes"	60	422.5	60	7.04166666666667	0.556666666666667	0.166666666666667	17.6766666666667	6	7	7	7.5	6.5	7.5	8.5	8.5	6.5	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	35	42	22.5	19.5	22.5	34	51	39	7	36	42	42	1	1	1	1	1	1	1	1	1	1	1	1	1
