"SubjectCode"	"Gender"	"Track"	"Nationality"	"Group"	"DropOut"	"DropOutBinary"	"SchoolMean"	"SchoolDutch"	"SchoolEnglish"	"CoursesOutsideProgramme"	"Exemption"	"PassedBSA"	"EC_Obtained"	"Weighted_Grade"	"EC_Taken"	"Mean_Grade"	"wordtokens_oct"	"ld_oct"	"ls2_oct"	"ndwesz_oct"	"wordtokens_feb"	"ld_feb"	"ls2_feb"	"ndwesz_feb"	"wordtokens_apr"	"ld_apr"	"ls2_apr"	"ndwesz_apr"	"grade_oct"	"grade_feb"	"grade_apr"
737	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	468	60	7.8	51	0.47	0.08	17.03	92	0.53	0.06	15.95	29	0.62	0.16	18.28	4	3	10
742	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	426	60	7.1	124	0.52	0.17	17.35	90	0.52	0.07	17.84	84	0.45	0.13	18.12	10	10	10
743	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	433.5	60	7.225	40	0.47	0.06	18.19	114	0.47	0.15	17.42	60	0.52	0.05	17.32	2	10	6
744	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	56	408	60	6.8	153	0.54	0.13	17.91	86	0.52	0.19	18.03	84	0.49	0.1	16.47	7	0	6
749	"M"	"English"	"Dutch"	"Dutch in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	47	397.5	60	6.625	65	0.57	0.23	17.16	163	0.45	0.15	16.6	34	0.59	0.2	15.74	6	10	10
752	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	441	60	7.35	179	0.51	0.13	18	162	0.49	0.08	16.04	81	0.49	0.12	17.09	10	10	10
753	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	427	60	7.11666666666667	169	0.45	0.2	18.02	87	0.47	0.06	16.86	56	0.45	0.12	18.78	10	10	10
754	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	433	60	7.21666666666667	155	0.5	0.16	18.36	85	0.47	0.11	17.09	63	0.52	0.14	17.67	10	10	10
756	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	438	60	7.3	178	0.49	0.16	17.93	42	0.43	0	16.14	46	0.52	0.09	18.15	10	10	10
758	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	487	60	8.11666666666667	39	0.56	0.2	17.66	104	0.5	0.1	16.08	49	0.59	0.11	16.46	6	0	10
759	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	515	60	8.58333333333333	254	0.51	0.19	18.26	96	0.55	0.11	18.43	36	0.64	0.15	16.17	10	10	2
760	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	445	60	7.41666666666667	151	0.48	0.16	17.66	77	0.48	0.07	16.78	72	0.47	0.13	16.03	6	7	10
762	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	382.5	60	6.375	192	0.49	0.16	18.29	148	0.55	0.19	17.73	96	0.53	0.15	18.9	10	7	10
763	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	434	60	7.23333333333333	91	0.6	0.15	18.54	111	0.42	0.02	16.29	47	0.53	0.16	18.81	8	10	0
767	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	454.5	60	7.575	86	0.45	0.09	15.46	95	0.49	0.15	16.3	80	0.44	0.06	17.77	6	10	10
769	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	455.5	60	7.59166666666667	104	0.56	0.19	17.5	53	0.43	0.11	17.06	45	0.51	0.26	15.6	7	10	10
772	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	441.5	60	7.35833333333333	63	0.57	0.18	17.42	86	0.45	0.12	16.94	27	0.44	0.2	16.5	6	10	6
775	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	488.5	60	8.14166666666667	205	0.51	0.2	17.03	125	0.45	0.19	16.84	41	0.59	0.19	17.38	10	0	10
776	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	430.5	60	7.175	141	0.5	0.21	17.51	89	0.47	0.1	16.89	66	0.47	0.12	17.98	10	3	10
777	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	50	396.5	59	6.72033898305085	192	0.51	0.2	17.48	72	0.58	0.15	16.88	42	0.43	0.09	18.34	10	3	10
779	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	480.5	60	8.00833333333333	174	0.52	0.17	17.73	108	0.56	0.21	17.12	90	0.51	0.21	17.68	10	10	10
780	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	514	60	8.56666666666667	176	0.47	0.16	18.34	137	0.44	0.12	16.53	62	0.55	0.15	17.47	10	10	10
784	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	402	60	6.7	87	0.51	0.15	17.17	91	0.45	0.13	15.62	64	0.45	0.07	16.94	6	10	6
785	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	27	308	57	5.40350877192982	166	0.44	0.11	17.4	73	0.48	0.12	16.59	42	0.52	0.21	18.65	10	3	10
787	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	481	60	8.01666666666667	65	0.46	0.08	17.24	82	0.49	0.06	16.61	59	0.42	0.08	17.64	6	10	0
789	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	453.5	60	7.55833333333333	274	0.49	0.17	17.72	121	0.44	0.11	17.56	77	0.53	0.12	16.79	10	0	10
790	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	493	60	8.21666666666667	165	0.51	0.16	18.11	94	0.48	0.06	16.3	69	0.46	0.08	18.86	10	10	10
792	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464.5	60	7.74166666666667	151	0.5	0.13	16.83	141	0.43	0.09	16.99	80	0.55	0.07	18.7	7	10	10
794	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	526	60	8.76666666666667	162	0.51	0.28	18.03	119	0.54	0.17	16.02	94	0.53	0.14	17.56	10	10	10
795	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	426	60	7.1	220	0.46	0.17	18.25	150	0.47	0.15	16.87	70	0.54	0.13	18.53	10	10	10
796	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.55	6	7	0	0	"Yes"	60	423.5	60	7.05833333333333	84	0.51	0.15	16.39	108	0.52	0.11	16.9	69	0.49	0.1	17.03	6	10	10
798	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.18	6	7	0	0	"Yes"	48	402.5	60	6.70833333333333	193	0.5	0.2	18.01	138	0.49	0.17	16.99	62	0.47	0.15	18.17	10	10	6
801	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	465	60	7.75	148	0.49	0.19	17.52	76	0.42	0.1	16.03	54	0.54	0.11	16.95	10	10	10
808	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	442.5	60	7.375	224	0.38	0.1	17.4	94	0.44	0.15	17.17	81	0.46	0.17	17.24	10	10	10
815	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	443	60	7.38333333333333	149	0.46	0.15	17.83	167	0.41	0.11	14.5	43	0.49	0.06	16.67	7	10	10
816	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	33	331.5	59	5.61864406779661	112	0.53	0.19	17.51	95	0.48	0.1	18.03	39	0.51	0.13	17.69	8	3	10
818	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	414.5	60	6.90833333333333	66	0.52	0.12	17.6	99	0.53	0.19	17.85	34	0.59	0.15	17.34	6	0	2
820	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	433	60	7.21666666666667	237	0.51	0.1	17.93	117	0.51	0.1	16.7	105	0.55	0.19	17.98	10	3	10
824	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	425.5	60	7.09166666666667	102	0.56	0.24	17.73	76	0.45	0.09	16.43	34	0.56	0.11	17.6	8	10	10
826	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.92	7	7	0	1	"Yes"	48	387.5	54	7.17592592592593	165	0.55	0.16	17.2	68	0.49	0.07	16.8	107	0.5	0.21	17.39	10	10	10
827	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	436.5	60	7.275	139	0.49	0.16	18.28	94	0.56	0.1	18.03	59	0.49	0.09	17.44	10	10	2
829	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	54	425	60	7.08333333333333	98	0.45	0.18	18.37	79	0.47	0.12	16.42	74	0.53	0.14	18.42	6	10	10
830	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	453.5	60	7.55833333333333	112	0.52	0.13	17.38	64	0.42	0.1	17.19	60	0.47	0.07	18.18	8	7	10
833	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	527	60	8.78333333333333	185	0.46	0.17	17.92	146	0.5	0.15	17.98	81	0.4	0.1	17.13	10	10	10
835	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	21	298	59	5.05084745762712	93	0.43	0.15	16.43	92	0.46	0.04	16.71	75	0.56	0.11	18.04	6	10	6
837	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	473	60	7.88333333333333	99	0.56	0.16	17.76	98	0.53	0.13	15.68	75	0.51	0.15	18.11	7	3	10
838	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	397	60	6.61666666666667	76	0.46	0.13	17.18	72	0.5	0.1	15.6	20	0.55	0.11	19	6	0	2
841	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	520.5	60	8.675	164	0.43	0.19	18.35	69	0.54	0.15	16.21	31	0.55	0.14	15.66	10	10	10
846	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	453	60	7.55	134	0.49	0.2	17.73	82	0.49	0.1	17.02	72	0.54	0.07	17.76	10	10	10
847	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	441.5	60	7.35833333333333	251	0.44	0.11	17.88	96	0.47	0.1	17.17	59	0.47	0.09	16.96	10	10	10
850	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	431.5	60	7.19166666666667	177	0.47	0.12	17.52	116	0.47	0.04	16.76	56	0.57	0.11	19.27	8	10	10
853	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	47	389	60	6.48333333333333	60	0.55	0.18	16.94	86	0.47	0.12	16.4	28	0.61	0.11	19.77	6	7	6
854	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	33	306	60	5.1	97	0.53	0.2	17.16	90	0.48	0.06	16.88	57	0.46	0.12	17.82	6	10	10
856	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	426	60	7.1	164	0.46	0.15	17.7	111	0.45	0.13	15.96	69	0.52	0.18	18.79	8	10	6
858	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	426.5	60	7.10833333333333	178	0.51	0.16	18.35	86	0.53	0.16	17.51	72	0.54	0.16	16.88	10	10	6
860	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	7.85	7	8	0	0	"Yes"	60	474.5	60	7.90833333333333	81	0.46	0.09	14.96	32	0.44	0.05	15.92	67	0.57	0.13	16.42	6	3	10
862	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464.5	60	7.74166666666667	225	0.51	0.14	18.52	106	0.49	0.11	16.89	31	0.55	0.18	18.75	10	10	10
863	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	53	398.5	60	6.64166666666667	161	0.53	0.14	18.2	35	0.49	0.09	15.75	65	0.55	0.11	17.59	2	0	6
867	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	382.5	60	6.375	225	0.44	0.12	17.47	136	0.43	0.14	17.15	72	0.53	0.14	18.45	8	10	10
868	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	417	60	6.95	115	0.51	0.11	18.67	70	0.5	0.05	17.82	56	0.52	0.17	18.43	10	3	10
870	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	478	60	7.96666666666667	120	0.5	0.16	17.66	107	0.42	0.09	16.93	103	0.47	0.12	18.5	7	7	10
872	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	38	357.5	60	5.95833333333333	91	0.63	0.06	17.55	92	0.42	0.11	17.82	53	0.51	0.11	16.92	0	0	0
875	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	480.5	60	8.00833333333333	184	0.45	0.14	18.3	111	0.43	0.1	16.64	87	0.46	0.08	17.56	6	10	10
878	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	497.5	60	8.29166666666667	198	0.49	0.16	17.66	197	0.52	0.18	17.34	78	0.54	0.11	16.31	10	10	10
881	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	488	60	8.13333333333333	377	0.5	0.23	17.51	98	0.5	0.04	17.33	36	0.56	0.17	18.35	10	10	10
884	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	523.5	60	8.725	243	0.49	0.28	17.63	89	0.48	0.13	17.15	81	0.44	0.13	17.88	10	10	10
889	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	405.5	60	6.75833333333333	68	0.56	0.19	17.98	119	0.52	0.05	17.13	70	0.47	0.07	17.86	6	0	10
890	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	469.5	60	7.825	192	0.51	0.15	17.66	94	0.49	0.11	17.24	75	0.49	0.13	18.06	10	10	10
893	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	442.5	60	7.375	199	0.5	0.15	17.91	91	0.49	0.12	16.9	58	0.47	0.06	16.86	10	7	10
898	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	35	316.5	59	5.36440677966102	115	0.46	0.1	16.83	73	0.44	0.05	16.86	51	0.49	0.08	17.55	6	10	10
899	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.64	6	6	0	0	"Yes"	53	380	59	6.44067796610169	122	0.44	0.15	18.65	102	0.48	0.04	16.7	43	0.44	0.16	16.49	5	7	0
905	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	51	408	60	6.8	132	0.44	0.08	17.34	136	0.4	0.11	17.49	77	0.4	0.08	17.39	10	0	6
906	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	401.5	60	6.69166666666667	161	0.42	0.12	17.36	98	0.36	0.07	15.67	71	0.49	0.12	17.68	10	10	6
907	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	414	60	6.9	188	0.53	0.25	17.96	105	0.5	0.08	19.3	90	0.49	0.12	18.33	10	0	2
908	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	458.5	60	7.64166666666667	143	0.47	0.14	17.17	67	0.48	0.03	16.25	87	0.45	0.15	16.36	8	10	6
910	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	456.5	60	7.60833333333333	141	0.51	0.16	17.4	103	0.49	0.1	15.97	72	0.46	0.12	17.75	10	10	10
911	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	494	60	8.23333333333333	86	0.55	0.17	16.91	106	0.51	0.1	16.18	55	0.62	0.24	17.06	6	10	10
913	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	421.5	60	7.025	73	0.49	0.13	17.53	98	0.46	0.14	17.67	62	0.5	0.12	19.5	6	0	10
914	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	449	60	7.48333333333333	176	0.47	0.21	18.21	59	0.53	0.12	16.96	59	0.49	0.23	19.04	10	7	10
916	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	488.5	60	8.14166666666667	121	0.57	0.12	18.32	68	0.54	0.16	16.99	57	0.56	0.11	16.51	10	10	10
917	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	359.5	59	6.09322033898305	140	0.42	0.11	17	152	0.45	0.05	16.49	56	0.45	0.1	17.2	8	10	10
919	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	362.5	60	6.04166666666667	74	0.5	0.12	16.82	153	0.49	0.09	17.33	51	0.53	0.05	16.71	6	3	6
921	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	411	60	6.85	63	0.59	0.08	18.22	108	0.5	0.1	17.2	73	0.53	0.15	18.54	0	10	10
922	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	39	350.5	60	5.84166666666667	161	0.45	0.19	17.07	73	0.53	0.11	17.25	62	0.48	0.13	17.71	10	3	0
