SubjectCode,Gender,Track,Natio1,TrackNatio1,DropOut,DropOutBinary,SchoolMean,SchoolDutch,SchoolEnglish,CoursesOutsideProgramme,Exemption,PassedBSA,Course1_Grade,Course2_Grade,Course3_Grade,Course4_Grade,Course5_Grade,Course6_Grade,Course7_Grade,Course8_Grade,Course9_Grade,Course10_Grade,Course11_Grade,Course12_Grade,Course13_Grade,Course1_EC_Worth,Course2_EC_Worth,Course3_EC_Worth,Course4_EC_Worth,Course5_EC_Worth,Course6_EC_Worth,Course7_EC_Worth,Course8_EC_Worth,Course9_EC_Worth,Course10_EC_Worth,Course11_EC_Worth,Course12_EC_Worth,Course13_EC_Worth,wordtokens_oct,ld_oct,ls2_oct,ndwesz_oct,wordtokens_feb,ld_feb,ls2_feb,ndwesz_feb,wordtokens_apr,ld_apr,ls2_apr,ndwesz_apr
559,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.0,8.5,6.0,6.0,7.5,7.5,8.0,8.5,7.0,7.0,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,138.0,0.42,0.16,17.39,126.0,0.52,0.11,17.77,61.0,0.52,0.11,18.59
563,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,6.5,7.0,6.0,6.5,6.5,7.5,7.0,4.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,58.0,0.5,0.12,16.35,87.0,0.45,0.1,17.13,74.0,0.53,0.1,15.27
566,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,6.5,5.0,6.0,6.5,8.0,8.5,7.0,7.5,7.0,5.0,4.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,87.0,0.56,0.14,17.23,151.0,0.5,0.1,16.58,44.0,0.45,0.0,19.19
572,V,EN,NL,NL_in_EN,No,0,7.45,7.0,8,0,0,Yes,6.5,8.5,9.5,7.0,9.5,8.0,8.5,8.5,8.0,7.0,6.0,9.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,78.0,0.47,0.1,18.57,112.0,0.49,0.07,16.0,75.0,0.51,0.15,18.09
573,V,EN,NL,NL_in_EN,No,0,6.25,6.0,7,0,0,Yes,6.0,8.0,7.5,6.0,9.0,7.5,6.5,7.0,7.5,7.0,7.5,7.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,92.0,0.52,0.15,17.25,63.0,0.49,0.12,17.34,63.0,0.46,0.02,17.39
575,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.5,7.0,4.0,6.5,6.0,8.5,7.0,6.5,6.0,7.0,6.5,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,40.0,0.42,0.24,15.99,94.0,0.46,0.12,16.72,46.0,0.48,0.09,15.68
576,V,EN,NL,NL_in_EN,No,0,7.17,7.0,6,0,0,Yes,6.5,6.0,5.0,8.0,7.0,6.0,6.5,7.0,7.0,7.0,6.0,6.5,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,72.0,0.49,0.1,16.97,107.0,0.48,0.07,17.24,66.0,0.58,0.18,17.15
577,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.0,8.0,6.5,7.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,63.0,0.51,0.16,18.2,92.0,0.45,0.15,16.28,74.0,0.53,0.08,17.97
581,V,EN,NL,NL_in_EN,No,0,6.83,6.0,7,0,0,Yes,7.5,8.0,7.5,7.5,8.0,7.5,9.5,8.5,7.5,7.0,6.0,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,54.0,0.52,0.22,16.58,75.0,0.51,0.05,17.93,59.0,0.53,0.12,18.47
582,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,5.0,6.0,7.0,4.0,7.5,6.5,6.0,8.0,7.5,7.0,6.5,6.5,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,94.0,0.48,0.2,16.32,57.0,0.56,0.11,15.53,79.0,0.53,0.15,15.7
586,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,8.0,7.0,8.0,7.0,7.5,8.5,7.5,7.0,6.5,7.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,189.0,0.56,0.24,17.82,132.0,0.48,0.08,15.71,69.0,0.58,0.18,17.55
587,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,6.5,8.0,6.0,7.0,7.0,6.5,7.5,8.0,7.0,6.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,216.0,0.48,0.2,18.11,132.0,0.45,0.17,15.55,75.0,0.45,0.08,17.34
589,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.5,7.5,6.5,8.0,7.0,8.0,8.5,8.0,7.0,7.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,106.0,0.42,0.14,17.51,100.0,0.44,0.04,15.67,85.0,0.54,0.05,17.32
590,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,7.0,6.5,8.5,7.0,6.0,8.5,4.0,7.0,7.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,112.0,0.51,0.14,17.4,84.0,0.51,0.06,17.79,29.0,0.62,0.19,19.2
591,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.0,8.0,6.0,8.5,8.5,7.5,8.0,7.5,7.0,7.0,6.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,131.0,0.49,0.18,18.27,76.0,0.5,0.12,16.96,81.0,0.53,0.12,18.87
593,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.5,7.0,6.0,10.0,4.0,7.5,8.0,4.0,7.0,6.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,134.0,0.51,0.18,17.24,113.0,0.5,0.09,16.58,61.0,0.48,0.09,17.15
594,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.0,7.5,7.5,9.5,7.0,8.5,9.5,7.5,7.0,7.5,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,94.0,0.49,0.14,17.22,129.0,0.45,0.08,17.0,93.0,0.48,0.11,18.08
596,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,7.0,7.0,10.0,7.5,7.0,8.5,7.0,7.0,7.5,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,102.0,0.52,0.17,18.37,108.0,0.45,0.07,17.05,79.0,0.54,0.15,18.25
605,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,9.0,7.5,8.5,9.0,8.0,8.0,8.0,7.5,7.0,7.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,96.0,0.54,0.17,16.73,102.0,0.48,0.09,16.31,66.0,0.44,0.14,17.71
606,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,8.5,6.0,7.0,6.0,6.5,7.0,6.0,7.5,6.5,7.0,5.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,85.0,0.53,0.18,17.11,70.0,0.46,0.14,17.2,29.0,0.55,0.08,18.5
609,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,4.5,7.5,5.0,6.5,6.5,8.0,8.5,7.5,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,124.0,0.49,0.14,17.64,103.0,0.45,0.11,17.31,67.0,0.51,0.1,16.56
610,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,8.0,8.0,10.0,7.0,9.5,9.0,7.0,7.0,7.0,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,127.0,0.5,0.18,17.1,134.0,0.43,0.1,15.94,57.0,0.51,0.1,18.9
611,M,EN,NL,NL_in_EN,No,0,7.5,7.0,9,0,0,Yes,8.5,9.0,8.5,8.0,10.0,8.5,9.0,9.0,7.5,7.0,8.5,9.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,135.0,0.5,0.31,18.44,144.0,0.52,0.06,16.53,44.0,0.59,0.12,18.8
613,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,8.0,7.5,7.0,6.0,8.5,7.5,9.0,9.0,6.5,7.0,7.5,8.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,248.0,0.51,0.23,17.66,148.0,0.49,0.08,17.24,68.0,0.5,0.08,18.54
614,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,6.0,9.0,7.0,7.5,9.0,7.5,6.0,9.0,7.0,7.0,7.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,120.0,0.47,0.2,18.0,99.0,0.49,0.11,17.79,62.0,0.47,0.07,17.21
616,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,7.5,2.5,7.5,8.0,6.5,8.0,7.0,7.0,6.5,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,98.0,0.47,0.15,16.72,179.0,0.49,0.06,15.9,60.0,0.58,0.12,18.64
617,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,8.5,9.0,7.5,7.5,8.0,9.0,9.0,8.5,7.0,7.5,7.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,202.0,0.49,0.19,18.12,89.0,0.56,0.14,17.38,80.0,0.49,0.1,17.0
618,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,6.5,8.5,6.0,8.0,8.0,6.5,7.0,7.5,6.5,7.0,7.5,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,190.0,0.51,0.17,17.73,94.0,0.47,0.13,17.56,59.0,0.46,0.16,18.02
621,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,9.5,7.5,7.5,10.0,7.5,8.5,9.0,4.0,7.0,9.0,9.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,136.0,0.54,0.16,17.88,80.0,0.5,0.04,17.04,40.0,0.65,0.0,17.57
624,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,6.0,6.5,6.5,7.0,6.5,6.0,7.5,7.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,81.0,0.49,0.12,17.61,85.0,0.49,0.08,18.26,44.0,0.41,0.12,18.33
625,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,10.0,8.0,8.5,10.0,6.5,8.5,9.5,8.5,7.0,9.5,8.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,263.0,0.44,0.18,17.92,70.0,0.46,0.08,17.24,83.0,0.53,0.13,17.96
632,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,7.0,6.5,9.0,7.5,6.5,7.5,4.0,,3.0,6.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,176.0,0.49,0.15,16.78,90.0,0.46,0.07,17.07,121.0,0.49,0.09,17.93
633,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.0,7.5,7.5,8.5,8.0,9.5,9.0,7.0,7.0,9.0,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,203.0,0.5,0.11,17.86,124.0,0.5,0.13,16.32,63.0,0.6,0.15,16.89
634,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.5,7.5,6.5,8.0,8.5,7.5,8.0,8.0,7.0,6.5,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,169.0,0.53,0.23,18.56,100.0,0.52,0.04,16.19,89.0,0.46,0.14,17.48
636,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,4.5,5.0,6.0,6.0,6.5,7.0,7.0,6.5,7.0,6.0,4.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,187.0,0.56,0.23,18.26,77.0,0.52,0.04,17.67,24.0,0.54,0.0,14.6
637,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,4.0,8.0,10.0,5.0,7.5,6.5,4.0,,6.5,7.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,98.0,0.57,0.2,18.39,71.0,0.42,0.03,15.92,54.0,0.43,0.09,17.14
643,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.0,7.5,5.0,8.0,8.0,8.0,7.0,7.0,7.0,3.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,99.0,0.54,0.11,17.66,110.0,0.46,0.11,15.5,24.0,0.62,0.18,19.41
644,V,EN,NL,NL_in_EN,No,0,7.58,7.0,9,0,0,Yes,7.0,7.0,8.0,7.5,9.0,6.5,6.0,8.5,7.5,7.0,6.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,63.0,0.52,0.17,16.35,85.0,0.52,0.1,17.5,63.0,0.44,0.05,17.38
646,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,7.0,6.0,8.0,8.0,7.0,7.5,8.0,7.0,7.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,207.0,0.46,0.15,17.79,107.0,0.5,0.14,16.64,80.0,0.46,0.13,17.44
647,M,EN,NL,NL_in_EN,No,0,6.83,6.0,8,0,0,Yes,8.5,9.5,7.0,8.0,10.0,7.5,7.5,7.5,7.0,7.0,8.0,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,197.0,0.51,0.21,17.64,131.0,0.44,0.15,16.17,62.0,0.56,0.19,17.17
651,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,7.5,7.5,10.0,7.5,8.5,9.0,7.5,7.0,7.0,9.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,156.0,0.52,0.15,17.58,121.0,0.61,0.23,18.39,56.0,0.52,0.13,16.51
652,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,7.5,6.5,6.0,6.5,7.5,7.5,7.0,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,163.0,0.48,0.12,18.02,121.0,0.54,0.14,17.17,56.0,0.45,0.22,16.62
653,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.5,7.0,4.5,8.5,8.0,6.5,7.5,7.5,7.0,8.0,7.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,226.0,0.5,0.17,17.57,78.0,0.44,0.07,15.88,49.0,0.47,0.11,18.22
656,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,No,6.5,7.5,5.0,6.0,8.0,5.0,7.5,8.5,4.0,,6.0,,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,244.0,0.49,0.19,16.87,138.0,0.46,0.16,15.76,27.0,0.41,0.16,15.75
659,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.5,7.5,7.5,6.0,8.5,6.5,8.0,7.5,7.0,8.5,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,215.0,0.5,0.17,18.32,149.0,0.5,0.16,17.47,82.0,0.55,0.15,17.45
660,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,9.0,9.5,8.5,6.5,9.5,6.5,8.5,9.5,7.0,7.0,7.5,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,103.0,0.51,0.12,17.85,72.0,0.49,0.1,17.19,88.0,0.48,0.12,16.19
662,M,EN,NL,NL_in_EN,No,0,6.56,6.0,7,0,0,Yes,6.0,6.0,4.0,6.0,6.0,6.5,6.0,7.5,6.5,7.0,5.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,77.0,0.55,0.22,18.67,43.0,0.53,0.37,17.51,24.0,0.46,0.23,18.0
663,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,9.0,8.0,6.5,6.5,8.5,7.0,7.5,7.5,7.0,6.5,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,107.0,0.48,0.17,16.83,155.0,0.44,0.1,15.96,76.0,0.51,0.1,18.44
664,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.5,8.0,8.0,9.0,7.5,9.0,9.0,7.5,7.0,6.5,9.0,9.5,5,5,6,3,3,3,4,6,6,1,6,6,6,196.0,0.52,0.14,17.13,138.0,0.46,0.05,16.31,36.0,0.5,0.13,18.06
665,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.0,7.5,6.5,8.0,7.0,8.5,8.0,6.5,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,175.0,0.47,0.14,17.01,122.0,0.46,0.08,16.78,59.0,0.47,0.16,17.31
671,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,9.0,8.5,8.0,8.0,7.0,8.5,8.5,7.5,7.0,7.0,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,69.0,0.49,0.1,16.07,90.0,0.47,0.12,16.25,36.0,0.61,0.07,17.72
675,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.5,8.0,3.0,8.0,4.0,7.0,7.5,7.0,7.0,6.5,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,209.0,0.48,0.13,16.91,88.0,0.43,0.07,17.55,91.0,0.49,0.13,17.33
678,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.0,7.5,7.0,8.0,6.0,7.5,8.0,7.0,7.0,7.5,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,191.0,0.46,0.12,17.61,143.0,0.42,0.05,16.66,77.0,0.48,0.16,17.53
680,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,8.0,7.5,8.0,7.5,7.5,7.5,7.5,7.0,7.0,6.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,75.0,0.48,0.17,17.98,107.0,0.44,0.14,16.59,21.0,0.52,0.18,16.5
693,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,7.5,7.0,7.0,7.0,7.0,7.5,7.5,7.0,8.5,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,206.0,0.52,0.2,18.06,109.0,0.46,0.05,16.94,67.0,0.52,0.09,17.97
696,V,EN,NL,NL_in_EN,No,0,,,,0,0,Yes,7.0,8.5,7.0,8.0,10.0,7.0,6.5,8.0,7.0,7.0,7.5,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,108.0,0.52,0.18,16.25,108.0,0.51,0.07,16.43,71.0,0.45,0.04,17.53
697,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,7.0,7.0,7.5,8.5,6.5,7.0,8.5,7.5,7.0,6.5,7.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,197.0,0.55,0.16,17.54,115.0,0.49,0.16,16.12,63.0,0.51,0.05,17.25
698,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,9.0,8.0,8.5,9.0,7.0,8.0,8.5,7.5,7.0,6.5,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,142.0,0.51,0.18,17.71,80.0,0.54,0.15,17.45,75.0,0.52,0.09,16.78
699,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,7.5,4.0,7.0,6.0,6.5,7.5,6.5,6.5,7.0,7.0,7.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,81.0,0.54,0.16,18.2,84.0,0.55,0.08,17.6,59.0,0.54,0.12,17.69
700,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,5.0,6.0,6.5,7.5,4.5,6.0,4.0,7.0,6.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,246.0,0.57,0.16,18.07,78.0,0.49,0.12,17.67,35.0,0.66,0.31,18.51
702,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,7.5,6.0,7.5,8.0,7.0,7.5,6.5,7.0,6.5,7.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,208.0,0.48,0.13,17.67,102.0,0.5,0.07,17.06,38.0,0.47,0.07,16.43
703,V,EN,NL,NL_in_EN,No,0,6.64,7.0,7,0,0,Yes,7.5,6.5,7.0,6.0,10.0,7.5,7.5,7.5,6.5,7.0,6.5,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,91.0,0.52,0.13,17.64,125.0,0.48,0.05,17.21,67.0,0.48,0.07,16.94
706,V,EN,NL,NL_in_EN,AfterYear1,1,,,,0,0,No,6.0,3.5,4.0,4.0,6.0,4.0,6.0,7.0,4.0,7.0,3.5,3.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,98.0,0.51,0.15,16.96,132.0,0.47,0.09,15.86,88.0,0.48,0.08,17.63
713,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,6.5,8.0,7.0,8.5,7.0,6.0,7.0,7.5,7.0,3.0,7.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,158.0,0.48,0.19,17.87,112.0,0.51,0.15,17.57,95.0,0.42,0.05,17.24
714,V,EN,NL,NL_in_EN,AfterYear1,1,6.23,7.0,7,0,0,Yes,6.5,7.0,4.0,7.0,6.0,7.0,6.0,8.5,4.0,7.0,5.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,112.0,0.47,0.15,18.1,86.0,0.47,0.06,15.92,61.0,0.52,0.07,15.79
715,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,7.5,6.5,8.0,7.5,6.5,8.0,7.5,7.0,6.5,7.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,159.0,0.48,0.21,18.0,61.0,0.56,0.19,17.01,81.0,0.56,0.18,18.41
716,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,8.0,6.5,8.0,7.0,8.0,8.5,8.0,7.0,7.0,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,140.0,0.49,0.24,18.28,114.0,0.52,0.19,17.71,50.0,0.56,0.14,17.24
723,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,7.5,8.0,8.5,7.5,8.0,9.0,8.0,7.0,7.0,9.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,208.0,0.5,0.19,17.71,134.0,0.46,0.12,17.37,83.0,0.42,0.09,17.97
724,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,8.5,7.5,10.0,8.5,8.5,9.0,8.0,7.0,7.5,8.5,,5,5,6,3,3,3,4,6,6,1,6,6,6,202.0,0.48,0.11,17.42,76.0,0.46,0.09,15.27,64.0,0.56,0.16,18.58
725,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.0,7.5,7.5,5.0,8.5,6.5,7.5,7.0,7.5,7.0,6.0,6.0,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,223.0,0.48,0.14,18.01,105.0,0.49,0.07,17.16,38.0,0.5,0.06,18.63
727,M,EN,NL,NL_in_EN,No,0,6.73,6.0,8,0,0,Yes,6.0,8.0,5.0,7.0,6.5,7.0,7.0,7.5,7.0,7.0,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,78.0,0.56,0.16,17.81,64.0,0.5,0.05,17.24,34.0,0.5,0.28,16.0
728,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,No,5.0,4.5,5.0,4.0,5.0,,6.5,7.0,6.5,,4.5,3.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,95.0,0.57,0.12,17.93,113.0,0.45,0.09,14.98,56.0,0.41,0.05,16.07
733,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,9.0,9.5,7.5,10.0,8.5,8.0,9.0,8.5,7.0,8.0,9.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,197.0,0.52,0.19,18.51,151.0,0.42,0.16,16.2,62.0,0.5,0.07,18.21
735,M,EN,DU,DU_in_EN,No,0,,,,0,0,No,6.0,7.0,6.5,3.5,6.5,6.5,5.0,5.0,6.5,7.0,4.5,3.5,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,50.0,0.48,0.06,17.23,117.0,0.47,0.07,16.68,69.0,0.42,0.02,17.19
737,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.0,8.0,7.0,8.0,7.0,6.0,8.5,7.0,7.0,9.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,51.0,0.47,0.08,17.03,92.0,0.53,0.06,15.95,29.0,0.62,0.16,18.28
742,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,5.0,7.0,10.0,7.5,7.5,8.5,4.0,7.0,6.5,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,124.0,0.52,0.17,17.35,90.0,0.52,0.07,17.84,84.0,0.45,0.13,18.12
743,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.0,7.5,6.0,8.0,7.5,6.0,6.5,7.0,7.0,6.0,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,40.0,0.47,0.06,18.19,114.0,0.47,0.15,17.42,60.0,0.52,0.05,17.32
744,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,8.5,6.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,153.0,0.54,0.13,17.91,86.0,0.52,0.19,18.03,84.0,0.49,0.1,16.47
749,M,EN,NL,NL_in_EN,AfterYear1,1,,,,0,0,Yes,6.5,9.0,4.0,5.0,6.0,7.0,4.0,7.5,7.5,7.0,6.0,7.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,65.0,0.57,0.23,17.16,163.0,0.45,0.15,16.6,34.0,0.59,0.2,15.74
752,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,6.0,5.0,9.5,7.5,7.0,9.5,7.0,7.0,7.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,179.0,0.51,0.13,18.0,162.0,0.49,0.08,16.04,81.0,0.49,0.12,17.09
753,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,7.0,6.0,10.0,8.0,6.5,7.5,7.0,7.0,6.5,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,169.0,0.45,0.2,18.02,87.0,0.47,0.06,16.86,56.0,0.45,0.12,18.78
754,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.5,6.0,7.5,8.0,8.5,7.0,7.5,7.0,6.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,155.0,0.5,0.16,18.36,85.0,0.47,0.11,17.09,63.0,0.52,0.14,17.67
756,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,7.0,7.0,9.5,7.5,7.0,8.5,7.5,7.0,6.0,7.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,178.0,0.49,0.16,17.93,42.0,0.43,0.0,16.14,46.0,0.52,0.09,18.15
758,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,7.5,8.5,8.0,8.5,8.5,8.5,8.0,7.0,7.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,39.0,0.56,0.2,17.66,104.0,0.5,0.1,16.08,49.0,0.59,0.11,16.46
