SubjectCode,Gender,Track,Natio1,TrackNatio1,DropOut,DropOutBinary,SchoolMean,SchoolDutch,SchoolEnglish,CoursesOutsideProgramme,Exemption,PassedBSA,Course1_Grade,Course2_Grade,Course3_Grade,Course4_Grade,Course5_Grade,Course6_Grade,Course7_Grade,Course8_Grade,Course9_Grade,Course10_Grade,Course11_Grade,Course12_Grade,Course13_Grade,Course1_EC_Worth,Course2_EC_Worth,Course3_EC_Worth,Course4_EC_Worth,Course5_EC_Worth,Course6_EC_Worth,Course7_EC_Worth,Course8_EC_Worth,Course9_EC_Worth,Course10_EC_Worth,Course11_EC_Worth,Course12_EC_Worth,Course13_EC_Worth,wordtokens_oct,ld_oct,ls2_oct,ndwesz_oct,wordtokens_feb,ld_feb,ls2_feb,ndwesz_feb,wordtokens_apr,ld_apr,ls2_apr,ndwesz_apr
242,V,NL,NL,NL_in_NL,No,0,6.62,6.0,6,0,0,Yes,6.0,7.0,7.0,7.5,6.5,7.5,8.5,8.5,6.5,7.0,6.0,7.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,39.0,0.62,0.16,16.9,45.0,0.51,0.21,17.51,48.0,0.54,0.13,18.62
243,M,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,6.5,7.0,5.0,6.0,8.0,6.5,6.0,6.5,4.0,7.0,6.0,6.0,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,28.0,0.46,0.4,15.44,83.0,0.52,0.37,16.8,98.0,0.51,0.25,17.18
246,V,NL,NL,NL_in_NL,No,0,6.1,7.0,7,0,0,Yes,6.5,6.5,7.0,7.5,7.0,8.5,7.5,8.0,7.5,7.0,7.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,128.0,0.59,0.16,17.86,83.0,0.47,0.09,16.62,50.0,0.5,0.15,17.82
248,V,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,7.0,7.0,8.5,7.0,9.5,7.0,7.5,8.0,7.5,7.0,6.5,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,84.0,0.61,0.14,16.28,128.0,0.49,0.19,16.67,94.0,0.54,0.14,17.87
249,V,NL,NL,NL_in_NL,No,0,6.58,6.0,7,0,0,Yes,8.0,8.5,5.0,8.5,9.5,6.5,8.0,8.5,7.0,,6.5,7.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,95.0,0.56,0.17,17.41,101.0,0.5,0.34,17.05,71.0,0.66,0.06,18.03
251,V,NL,NL,NL_in_NL,No,0,6.45,7.0,5,0,0,Yes,6.5,8.5,6.5,8.0,7.0,7.5,8.5,9.0,8.0,7.0,6.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,53.0,0.64,0.15,17.38,103.0,0.53,0.13,17.07,37.0,0.43,0.12,16.4
252,V,NL,NL,NL_in_NL,No,0,,,,0,0,Yes,6.0,6.5,6.5,6.5,7.5,8.5,6.0,6.5,6.5,7.0,6.0,5.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,106.0,0.4,0.14,18.37,98.0,0.46,0.19,17.0,39.0,0.49,0.15,17.7
253,V,NL,NL,NL_in_NL,No,0,6.64,7.0,8,0,0,Yes,7.5,6.5,7.5,6.5,9.5,5.0,8.0,8.5,7.0,7.0,7.5,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,71.0,0.49,0.27,17.82,68.0,0.53,0.19,17.84,55.0,0.58,0.17,18.37
254,M,NL,NL,NL_in_NL,No,0,6.4,6.0,7,0,0,No,5.0,7.0,5.0,6.5,6.5,5.0,8.5,7.5,4.0,7.0,7.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,68.0,0.59,0.17,18.82,111.0,0.47,0.08,17.45,48.0,0.6,0.11,16.74
256,V,NL,NL,NL_in_NL,No,0,7.42,7.0,6,0,0,Yes,6.5,8.5,7.5,7.5,9.0,8.5,8.0,9.5,7.5,7.0,7.0,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,79.0,0.54,0.17,17.88,104.0,0.51,0.14,16.1,41.0,0.51,0.15,18.82
258,V,NL,NL,NL_in_NL,No,0,6.58,6.0,6,0,0,Yes,7.0,6.5,7.0,6.0,6.0,7.0,7.0,8.5,4.0,7.0,6.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,47.0,0.57,0.22,15.63,61.0,0.48,0.23,16.18,49.0,0.49,0.29,16.28
260,V,NL,NL,NL_in_NL,No,0,7.0,7.0,8,0,0,Yes,7.0,7.5,5.0,7.0,7.5,8.5,7.0,8.5,6.5,7.0,8.0,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,99.0,0.55,0.24,16.95,112.0,0.47,0.2,17.64,51.0,0.57,0.32,19.01
261,V,NL,NL,NL_in_NL,No,0,7.18,7.0,7,0,0,Yes,7.5,8.5,7.0,9.0,7.5,7.0,8.0,9.0,6.5,7.0,8.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,62.0,0.5,0.15,16.03,95.0,0.48,0.13,16.31,72.0,0.54,0.25,18.28
263,V,NL,NL,NL_in_NL,No,0,7.36,7.0,8,0,0,Yes,6.5,8.0,7.5,6.5,8.5,7.0,8.5,9.0,7.0,7.0,7.0,7.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,62.0,0.56,0.17,16.83,115.0,0.51,0.14,17.45,62.0,0.55,0.19,18.71
264,V,NL,NL,NL_in_NL,No,0,7.42,6.0,7,0,0,Yes,8.0,8.0,8.0,6.5,9.5,8.0,8.0,8.5,7.0,7.0,7.5,7.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,36.0,0.53,0.21,18.25,111.0,0.52,0.23,16.86,33.0,0.42,0.15,17.5
265,M,NL,NL,NL_in_NL,No,0,6.55,5.0,6,0,0,Yes,6.5,9.0,7.0,4.0,8.5,6.5,8.0,9.0,6.5,7.0,7.5,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,115.0,0.54,0.22,17.46,116.0,0.5,0.1,17.35,66.0,0.55,0.13,18.01
266,V,NL,NL,NL_in_NL,No,0,6.11,6.0,5,0,0,Yes,8.0,6.0,7.0,6.5,6.0,6.5,8.0,8.0,7.5,7.0,6.5,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,38.0,0.66,0.15,16.21,133.0,0.51,0.18,16.24,63.0,0.54,0.19,18.29
272,V,NL,NL,NL_in_NL,No,0,,,,0,0,Yes,9.0,8.0,5.0,7.0,7.0,6.5,7.5,7.0,6.5,7.0,6.0,7.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,90.0,0.47,0.12,17.01,56.0,0.46,0.2,17.11,52.0,0.63,0.24,18.36
273,V,NL,NL,NL_in_NL,No,0,6.67,6.0,8,0,0,Yes,6.0,8.5,7.0,7.0,6.5,6.5,7.5,8.5,7.0,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,123.0,0.5,0.15,18.66,96.0,0.52,0.12,17.9,50.0,0.52,0.25,18.27
274,V,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,7.5,8.5,5.0,6.5,7.5,6.5,7.0,6.5,7.5,7.0,6.0,6.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,105.0,0.53,0.23,18.29,72.0,0.47,0.2,17.82,55.0,0.56,0.18,18.14
275,V,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,6.5,6.5,7.0,7.0,9.5,7.0,9.0,9.0,7.0,7.0,7.5,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,93.0,0.56,0.19,16.91,109.0,0.47,0.14,17.45,78.0,0.56,0.19,18.19
276,M,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,6.5,8.0,6.5,7.5,6.5,6.5,6.0,6.5,7.0,7.0,7.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,85.0,0.54,0.15,18.36,87.0,0.53,0.19,17.32,43.0,0.42,0.06,17.28
277,V,NL,NL,NL_in_NL,No,0,6.7,7.0,6,0,0,Yes,6.5,9.0,7.5,7.5,9.5,7.0,8.5,8.0,7.0,7.0,8.5,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,59.0,0.58,0.23,16.29,100.0,0.53,0.19,16.36,57.0,0.49,0.21,15.09
278,M,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,6.0,6.0,6.5,4.5,6.5,6.0,6.0,7.0,7.0,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,57.0,0.58,0.16,18.07,119.0,0.55,0.16,14.87,50.0,0.5,0.14,17.06
279,V,NL,NL,NL_in_NL,No,0,7.0,7.0,6,0,0,Yes,6.0,5.0,7.5,6.0,7.5,7.5,7.0,8.0,7.0,7.0,6.0,6.0,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,31.0,0.68,0.21,14.18,108.0,0.54,0.24,17.29,42.0,0.57,0.13,16.82
281,M,NL,DU,DU_in_NL,No,0,,,,0,0,Yes,6.0,6.0,6.5,6.0,7.5,4.0,6.5,7.0,7.0,7.0,6.5,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,75.0,0.49,0.14,17.62,72.0,0.58,0.23,17.05,54.0,0.5,0.07,18.02
282,V,NL,NL,NL_in_NL,No,0,6.18,6.0,7,0,0,Yes,7.5,9.0,7.5,8.5,6.0,7.0,7.5,8.0,7.0,7.0,4.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,105.0,0.59,0.16,17.87,68.0,0.47,0.2,16.76,45.0,0.51,0.38,16.36
285,V,NL,NL,NL_in_NL,No,0,6.67,6.0,6,0,0,Yes,5.0,7.0,6.0,6.5,6.0,7.5,9.5,7.5,7.0,7.0,5.0,6.0,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,57.0,0.49,0.19,16.79,71.0,0.51,0.13,16.57,40.0,0.6,0.18,18.69
287,M,NL,NL,NL_in_NL,No,0,6.7,7.0,8,0,0,Yes,6.0,7.5,5.0,7.5,6.5,7.0,6.5,7.5,7.5,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,31.0,0.65,0.17,17.71,73.0,0.52,0.21,18.77,20.0,0.6,0.25,20.0
290,V,NL,NL,NL_in_NL,No,0,7.31,7.0,8,0,0,Yes,7.0,7.5,8.0,7.5,8.5,7.0,7.0,8.5,4.0,7.0,6.5,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,59.0,0.56,0.18,18.13,110.0,0.49,0.18,16.15,50.0,0.64,0.21,17.75
291,V,NL,NL,NL_in_NL,No,0,6.92,6.0,7,0,0,Yes,8.0,9.0,8.0,8.5,8.5,8.0,8.5,9.5,7.0,7.0,7.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,56.0,0.48,0.14,17.14,98.0,0.5,0.08,17.68,44.0,0.52,0.11,18.39
292,V,NL,NL,NL_in_NL,AfterYear1,1,7.0,7.0,7,0,0,Yes,7.0,8.0,7.0,7.5,7.0,7.5,8.0,7.5,7.5,7.0,7.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,149.0,0.5,0.16,17.44,114.0,0.54,0.18,16.66,71.0,0.51,0.18,17.05
293,V,NL,NL,NL_in_NL,No,0,6.64,7.0,7,0,0,Yes,6.0,7.0,8.5,7.5,7.5,7.0,7.5,8.0,7.0,7.0,8.5,6.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,63.0,0.57,0.28,16.93,109.0,0.51,0.23,17.61,71.0,0.56,0.12,17.14
295,M,NL,NL,NL_in_NL,No,0,6.18,6.0,6,0,0,Yes,6.0,8.5,7.0,6.5,7.0,5.0,8.5,8.0,4.0,,7.0,5.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,59.0,0.59,0.16,16.32,113.0,0.44,0.28,17.6,60.0,0.5,0.16,17.45
297,V,NL,NL,NL_in_NL,No,0,6.94,7.0,7,0,0,Yes,7.5,7.0,6.0,7.0,7.5,7.0,6.5,7.5,7.0,7.0,8.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,53.0,0.62,0.21,17.87,91.0,0.51,0.22,17.06,52.0,0.58,0.17,17.66
299,V,NL,NL,NL_in_NL,No,0,7.73,8.0,8,0,0,Yes,7.5,9.0,8.5,8.5,9.0,7.0,9.0,9.5,8.0,7.0,8.0,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,135.0,0.48,0.15,16.93,151.0,0.52,0.18,17.51,80.0,0.59,0.16,18.56
300,V,NL,NL,NL_in_NL,No,0,6.78,7.0,7,0,0,Yes,7.5,7.0,7.5,6.0,7.0,7.5,6.0,8.0,7.0,7.0,7.5,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,161.0,0.55,0.13,17.94,110.0,0.55,0.16,16.52,44.0,0.61,0.13,17.6
301,V,NL,NL,NL_in_NL,No,0,6.91,7.0,6,0,0,Yes,7.5,8.5,8.5,7.5,7.5,7.0,8.0,8.5,7.0,7.0,6.5,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,55.0,0.53,0.35,17.15,141.0,0.52,0.19,17.35,60.0,0.53,0.15,17.15
303,V,NL,NL,NL_in_NL,No,0,7.42,7.0,8,0,0,Yes,6.0,7.5,7.5,7.5,7.5,8.0,8.5,7.0,7.0,7.0,4.5,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,45.0,0.49,0.16,16.28,74.0,0.5,0.1,16.45,47.0,0.47,0.19,18.11
305,V,NL,NL,NL_in_NL,No,0,6.91,7.0,8,0,0,Yes,7.5,8.0,4.0,6.0,6.0,6.5,6.5,7.5,7.0,7.0,8.0,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,35.0,0.54,0.24,18.0,110.0,0.54,0.15,17.42,70.0,0.59,0.13,17.83
306,V,NL,NL,NL_in_NL,No,0,7.92,7.0,7,0,0,Yes,9.5,9.5,8.0,8.5,9.0,8.0,9.5,9.5,7.5,7.0,8.5,9.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,110.0,0.43,0.16,17.06,128.0,0.55,0.19,17.67,80.0,0.55,0.12,16.84
308,M,NL,NL,NL_in_NL,No,0,,,,0,0,Yes,7.0,8.5,7.5,6.5,6.5,6.5,6.0,7.5,6.5,7.0,7.5,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,82.0,0.62,0.11,18.11,67.0,0.52,0.16,17.85,42.0,0.5,0.19,16.35
309,M,NL,NL,NL_in_NL,No,0,6.2,5.0,6,0,0,Yes,6.5,7.5,5.0,6.5,6.0,8.5,6.0,7.5,5.0,7.0,4.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,31.0,0.48,0.26,17.33,51.0,0.45,0.28,17.31,34.0,0.44,0.27,18.93
310,V,NL,NL,NL_in_NL,No,0,7.23,7.0,8,0,0,Yes,8.0,8.0,8.0,8.0,10.0,8.0,9.0,9.5,7.0,7.0,6.5,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,49.0,0.59,0.26,16.12,108.0,0.5,0.24,15.58,57.0,0.51,0.16,17.64
314,V,NL,NL,NL_in_NL,No,0,6.27,7.0,6,0,0,Yes,6.0,6.5,7.0,8.0,6.5,7.5,8.5,9.0,7.0,7.0,8.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,43.0,0.63,0.24,16.44,155.0,0.55,0.14,17.59,43.0,0.49,0.32,17.41
315,V,NL,NL,NL_in_NL,AfterYear1,1,7.75,7.0,8,0,0,Yes,8.0,9.0,8.0,8.0,8.5,7.0,9.5,9.0,8.0,7.0,7.0,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,151.0,0.57,0.19,18.12,119.0,0.5,0.19,16.31,108.0,0.55,0.18,18.3
316,M,NL,DU,DU_in_NL,AfterYear1,1,,,,0,0,Yes,6.5,8.5,7.5,6.0,7.5,6.5,6.0,7.5,7.5,7.0,6.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,27.0,0.63,0.29,17.75,70.0,0.51,0.17,17.46,69.0,0.51,0.2,18.6
317,V,NL,NL,NL_in_NL,No,0,7.36,8.0,8,0,0,Yes,7.5,8.5,7.5,8.0,8.5,8.5,9.0,8.5,7.0,7.0,8.5,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,130.0,0.53,0.21,17.35,94.0,0.53,0.25,18.34,40.0,0.4,0.33,15.66
318,V,NL,NL,NL_in_NL,AfterYear1,1,6.75,7.0,6,0,0,Yes,6.0,7.5,7.0,6.0,9.0,8.0,7.5,8.5,7.5,7.0,7.0,7.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,43.0,0.51,0.21,15.39,70.0,0.54,0.11,17.04,33.0,0.52,0.2,19.37
321,M,NL,NL,NL_in_NL,No,0,7.85,7.0,8,0,0,Yes,9.0,7.5,5.0,6.5,6.5,4.0,8.0,8.0,4.0,,6.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,43.0,0.53,0.23,17.32,60.0,0.55,0.17,15.38,56.0,0.52,0.15,18.67
322,V,NL,NL,NL_in_NL,No,0,,,,0,0,Yes,8.0,7.5,7.0,7.5,10.0,7.0,8.5,9.0,7.5,7.0,7.5,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,36.0,0.56,0.24,17.47,107.0,0.6,0.21,16.49,23.0,0.61,0.12,15.0
324,V,NL,NL,NL_in_NL,AfterYear1,1,6.42,6.0,7,0,0,Yes,6.0,9.5,7.5,7.5,9.5,7.0,7.5,9.0,7.0,7.0,6.5,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,20.0,0.65,0.11,18.0,86.0,0.52,0.09,16.2,42.0,0.6,0.22,17.4
326,V,NL,NL,NL_in_NL,No,0,7.69,8.0,8,0,0,Yes,6.5,6.5,6.5,6.0,8.5,9.0,6.5,7.0,7.0,7.0,7.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,54.0,0.52,0.17,17.52,142.0,0.49,0.16,16.63,53.0,0.57,0.07,18.69
327,V,NL,NL,NL_in_NL,No,0,6.82,7.0,8,0,0,Yes,8.0,6.5,8.5,6.5,8.0,8.5,9.0,9.0,8.5,7.0,8.0,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,129.0,0.45,0.17,17.25,120.0,0.52,0.14,17.11,62.0,0.6,0.19,18.31
330,V,NL,NL,NL_in_NL,No,0,6.18,6.0,6,0,0,Yes,8.0,7.5,7.0,8.0,8.5,7.0,6.0,7.5,7.0,7.0,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,29.0,0.52,0.25,13.18,85.0,0.4,0.24,15.76,51.0,0.59,0.14,17.99
332,V,NL,NL,NL_in_NL,No,0,7.0,7.0,7,0,0,Yes,6.0,8.5,8.5,7.0,6.5,7.5,8.5,9.5,7.0,7.0,4.5,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,139.0,0.58,0.22,18.38,124.0,0.47,0.12,17.27,64.0,0.55,0.19,17.16
336,V,NL,NL,NL_in_NL,AfterYear1,1,6.38,6.0,7,0,0,No,6.0,6.0,5.0,8.0,6.0,4.0,7.0,4.5,4.0,,4.5,,,5,5,6,3,3,3,4,6,6,1,6,6,6,50.0,0.5,0.31,17.51,89.0,0.54,0.17,18.25,31.0,0.61,0.27,18.41
337,V,NL,NL,NL_in_NL,No,0,6.55,6.0,6,0,0,Yes,8.5,6.5,5.0,7.0,8.5,8.0,8.5,8.0,6.5,7.0,6.5,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,141.0,0.49,0.18,17.91,119.0,0.5,0.18,17.13,61.0,0.51,0.29,17.91
339,V,NL,NL,NL_in_NL,No,0,6.67,6.0,6,0,0,Yes,6.5,4.5,6.5,7.0,7.5,7.0,6.0,7.0,6.5,,4.0,4.5,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,115.0,0.54,0.15,18.99,123.0,0.52,0.15,16.78,51.0,0.53,0.1,18.83
340,M,NL,NL,NL_in_NL,AfterYear1,1,7.0,7.0,9,0,0,Yes,6.5,6.0,4.0,6.0,7.0,7.5,7.5,8.5,6.0,,6.0,4.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,56.0,0.46,0.14,18.23,83.0,0.52,0.12,15.2,46.0,0.43,0.14,17.48
342,V,NL,NL,NL_in_NL,No,0,6.5,6.0,8,0,0,Yes,6.0,7.0,7.5,7.0,7.5,6.5,7.5,8.0,7.0,7.0,6.0,7.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,58.0,0.57,0.17,18.55,91.0,0.46,0.15,17.74,52.0,0.6,0.12,18.07
344,V,NL,NL,NL_in_NL,No,0,6.83,6.0,7,0,0,Yes,6.5,7.5,8.0,6.5,8.5,7.0,8.0,8.5,7.5,7.0,6.0,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,95.0,0.46,0.22,17.15,68.0,0.5,0.28,17.79,45.0,0.47,0.29,17.06
346,V,NL,NL,NL_in_NL,No,0,,,,0,0,Yes,7.5,6.5,7.0,7.0,9.0,7.0,7.0,8.0,6.5,7.0,6.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,120.0,0.5,0.17,18.22,88.0,0.55,0.07,15.41,73.0,0.48,0.23,17.04
506,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,9.0,9.0,7.0,7.5,7.5,8.5,7.0,8.0,7.5,7.0,7.5,9.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,77.0,0.51,0.18,16.18,107.0,0.5,0.13,18.36,102.0,0.44,0.18,17.78
507,M,EN,NL,NL_in_EN,No,0,,,,1,0,No,,7.5,5.0,4.5,8.0,7.0,6.0,5.0,7.5,7.0,,,,5,5,6,3,3,3,4,6,6,1,6,6,6,53.0,0.49,0.09,16.84,74.0,0.5,0.07,16.12,77.0,0.4,0.07,16.16
511,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.5,5.0,4.5,6.5,6.5,6.0,7.0,4.0,7.0,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,64.0,0.56,0.19,18.44,103.0,0.5,0.18,16.75,50.0,0.54,0.05,18.29
512,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,7.0,6.5,8.0,6.5,8.0,8.5,7.0,7.0,7.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,191.0,0.48,0.15,17.91,130.0,0.45,0.17,18.21,43.0,0.47,0.07,16.25
515,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.0,7.5,6.5,6.5,6.5,8.0,8.5,7.5,7.0,6.5,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,61.0,0.59,0.23,17.33,83.0,0.52,0.15,15.48,48.0,0.52,0.03,18.83
519,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.0,6.5,6.5,10.0,4.0,6.0,7.5,4.0,7.0,8.0,5.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,124.0,0.54,0.1,17.57,120.0,0.45,0.09,15.71,60.0,0.43,0.2,16.45
521,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,8.0,6.0,9.5,7.0,6.0,8.0,7.5,7.0,7.0,7.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,114.0,0.55,0.24,17.35,136.0,0.49,0.17,17.6,63.0,0.54,0.19,18.22
523,M,EN,NL,NL_in_EN,No,0,6.8,7.0,8,1,0,Yes,7.0,8.0,6.5,7.0,8.0,7.5,6.0,7.5,7.0,7.0,6.5,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,89.0,0.61,0.21,18.05,61.0,0.54,0.13,16.92,36.0,0.53,0.07,18.0
527,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,7.5,6.5,7.5,7.0,6.5,9.0,7.0,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,125.0,0.5,0.1,17.32,37.0,0.41,0.07,17.45,37.0,0.54,0.07,16.82
531,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,6.0,6.0,8.0,8.0,6.5,7.5,4.0,7.0,3.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,222.0,0.52,0.13,18.4,95.0,0.45,0.05,16.7,50.0,0.54,0.11,16.81
534,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,6.5,7.0,10.0,7.5,7.5,7.5,7.5,7.0,7.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,143.0,0.5,0.15,16.99,158.0,0.5,0.17,17.48,92.0,0.52,0.09,16.82
535,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.5,8.0,9.0,6.5,8.0,7.5,7.5,7.0,8.0,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,204.0,0.51,0.11,17.32,117.0,0.65,0.11,17.17,80.0,0.49,0.07,18.28
536,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,7.5,6.5,7.0,7.5,7.0,9.0,7.5,7.0,8.0,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,283.0,0.49,0.14,17.53,94.0,0.44,0.1,16.56,108.0,0.51,0.15,18.47
539,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.0,8.0,7.0,9.5,7.0,7.0,7.5,7.5,7.0,6.5,6.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,128.0,0.53,0.1,18.53,52.0,0.46,0.03,16.64,65.0,0.42,0.15,17.13
544,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.5,8.5,7.0,10.0,7.5,8.0,7.5,8.5,7.0,6.5,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,201.0,0.48,0.19,17.99,92.0,0.48,0.04,16.56,66.0,0.47,0.11,17.33
546,V,EN,NL,NL_in_EN,No,0,6.85,7.0,8,0,0,Yes,6.0,6.5,4.0,6.5,8.5,7.0,7.5,7.5,7.0,,6.5,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,83.0,0.51,0.1,16.75,49.0,0.51,0.08,18.54,43.0,0.53,0.14,15.59
548,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.5,5.0,8.0,10.0,8.0,8.5,8.5,7.0,7.0,6.0,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,149.0,0.48,0.22,17.84,69.0,0.41,0.09,15.71,89.0,0.51,0.13,17.24
552,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,8.0,7.5,7.5,6.0,7.0,7.5,7.5,6.5,7.0,,6.0,7.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,112.0,0.54,0.13,18.18,86.0,0.47,0.1,16.26,49.0,0.51,0.15,16.87
556,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,No,6.0,6.5,7.0,4.0,6.0,7.5,7.0,5.0,4.0,7.0,3.5,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,45.0,0.53,0.22,18.71,67.0,0.45,0.16,16.2,75.0,0.48,0.05,16.29
558,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.0,9.0,7.0,7.0,7.5,6.5,8.0,7.0,6.5,7.0,7.0,7.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,192.0,0.47,0.12,17.68,111.0,0.44,0.13,17.45,68.0,0.5,0.12,17.77
